person_id,assessment_context,occasion,trait_extraversion,trait_conscientiousness,trait_neuroticism,state_extraversion,state_conscientiousness,state_neuroticism,situation_valence,situation_sociality,situation_demand,situation_evaluation,positive_affect,negative_affect,goal_pressure,autonomy_support,state_inertia_marker,dynamic_signature_score
PDY00031,professional_workshop_context,11,2.946,5.865,2.120,2.951,6.861,2.067,3.490,4.022,5.356,4.562,3.878,3.170,5.054,5.047,0.667,1.351
PDY00031,professional_workshop_context,12,2.946,5.865,2.120,3.443,6.101,1.000,5.536,2.634,3.303,3.144,4.085,1.550,2.466,4.520,0.773,1.819
PDY00031,professional_workshop_context,13,2.946,5.865,2.120,3.120,6.226,1.266,4.593,4.571,4.698,2.304,4.309,1.570,5.215,3.956,0.238,1.079
PDY00031,professional_workshop_context,14,2.946,5.865,2.120,3.066,6.435,1.359,5.666,4.792,5.859,1.305,3.892,1.817,3.200,4.153,0.119,1.721
PDY00031,professional_workshop_context,15,2.946,5.865,2.120,3.161,5.818,1.000,3.734,4.941,3.355,1.851,3.281,1.000,3.063,4.802,0.357,1.122
PDY00031,professional_workshop_context,16,2.946,5.865,2.120,2.871,6.546,1.000,5.540,1.354,3.504,2.145,3.852,1.000,2.641,4.715,0.339,1.905
PDY00032,professional_workshop_context,1,2.845,5.812,2.503,3.154,6.574,1.614,4.118,4.504,3.148,3.611,3.853,2.468,3.571,4.770,0.753,1.485
PDY00032,professional_workshop_context,2,2.845,5.812,2.503,3.545,6.611,1.938,5.139,4.376,2.945,3.229,3.748,2.290,4.291,4.829,0.251,2.033
PDY00032,professional_workshop_context,3,2.845,5.812,2.503,2.550,5.284,1.000,3.264,2.955,1.000,2.946,3.101,1.037,1.490,5.835,1.087,1.872
PDY00032,professional_workshop_context,4,2.845,5.812,2.503,3.513,6.057,2.310,2.812,5.296,5.031,2.974,3.711,2.160,3.135,4.329,1.015,1.557
PDY00032,professional_workshop_context,5,2.845,5.812,2.503,2.586,5.281,1.268,5.390,2.791,1.735,2.414,3.718,1.830,1.823,5.486,0.915,2.043
PDY00032,professional_workshop_context,6,2.845,5.812,2.503,3.118,6.525,1.000,3.730,4.544,3.165,3.632,3.045,1.146,2.951,3.178,0.681,1.872
PDY00032,professional_workshop_context,7,2.845,5.812,2.503,3.313,6.056,1.000,3.961,4.103,4.187,1.985,3.365,1.766,2.882,4.915,0.221,1.634
PDY00032,professional_workshop_context,8,2.845,5.812,2.503,3.182,6.076,1.181,4.195,3.702,1.531,1.763,3.126,1.215,2.342,5.108,0.110,2.178
PDY00032,professional_workshop_context,9,2.845,5.812,2.503,2.701,6.092,1.000,4.853,4.739,3.884,2.623,4.034,1.561,2.545,6.339,0.226,1.524
PDY00032,professional_workshop_context,10,2.845,5.812,2.503,2.807,5.855,1.305,2.079,5.728,2.775,4.553,2.788,2.450,4.180,2.882,0.216,1.667
PDY00032,professional_workshop_context,11,2.845,5.812,2.503,2.580,5.717,1.103,4.392,4.330,2.111,1.648,3.022,1.000,3.068,3.642,0.189,2.041
PDY00032,professional_workshop_context,12,2.845,5.812,2.503,2.995,6.429,1.000,4.946,3.793,3.883,3.138,4.871,1.580,2.333,5.601,0.410,1.650
PDY00032,professional_workshop_context,13,2.845,5.812,2.503,2.678,5.890,1.757,4.544,4.400,4.268,3.412,3.210,2.988,5.523,3.624,0.538,1.140
PDY00032,professional_workshop_context,14,2.845,5.812,2.503,2.247,5.791,1.099,3.752,5.015,2.292,2.078,3.594,2.035,1.000,4.796,0.395,1.299
PDY00032,professional_workshop_context,15,2.845,5.812,2.503,3.183,6.640,1.000,5.024,2.158,3.248,1.228,2.853,1.000,2.655,4.782,0.628,1.897
PDY00032,professional_workshop_context,16,2.845,5.812,2.503,3.130,6.877,1.401,6.195,3.819,3.004,1.000,3.934,1.371,2.457,3.483,0.230,2.070
PDY00033,professional_workshop_context,1,4.276,5.352,2.609,4.247,7.000,1.662,6.068,4.818,4.782,1.476,4.681,1.948,2.605,4.880,1.003,2.141
PDY00033,professional_workshop_context,2,4.276,5.352,2.609,4.193,5.829,1.158,3.718,3.284,2.017,2.384,3.298,1.295,1.301,3.952,0.576,1.804
PDY00033,professional_workshop_context,3,4.276,5.352,2.609,3.534,7.000,1.000,5.757,3.229,4.599,2.556,4.378,2.474,4.099,6.236,0.663,2.056
PDY00033,professional_workshop_context,4,4.276,5.352,2.609,3.807,6.116,1.000,5.682,5.725,2.364,1.000,5.917,1.000,1.834,6.719,0.386,2.289
PDY00033,professional_workshop_context,5,4.276,5.352,2.609,3.381,6.527,1.000,4.711,2.032,3.754,1.720,3.206,1.111,2.078,3.548,0.279,2.420
PDY00033,professional_workshop_context,6,4.276,5.352,2.609,4.267,5.740,1.000,4.166,4.957,2.680,1.391,3.901,1.000,2.171,2.469,0.558,1.905
PDY00033,professional_workshop_context,7,4.276,5.352,2.609,3.861,6.226,1.000,5.010,1.919,3.352,1.000,3.967,1.573,2.101,4.276,0.297,1.892
PDY00033,professional_workshop_context,8,4.276,5.352,2.609,3.367,6.814,1.544,5.479,3.935,3.882,1.263,3.834,1.279,2.554,3.681,0.542,1.957
PDY00033,professional_workshop_context,9,4.276,5.352,2.609,2.973,7.000,1.107,4.894,3.433,3.260,3.763,2.868,2.914,3.509,5.700,0.339,2.577
PDY00033,professional_workshop_context,10,4.276,5.352,2.609,3.434,5.647,1.307,5.629,4.229,1.251,1.280,3.770,1.000,1.000,5.856,0.671,2.197
PDY00033,professional_workshop_context,11,4.276,5.352,2.609,2.571,5.619,1.757,4.902,4.145,2.568,4.371,3.225,1.818,2.631,4.249,0.447,1.760
PDY00033,professional_workshop_context,12,4.276,5.352,2.609,3.511,5.642,1.968,4.380,4.216,1.336,2.083,2.915,1.485,2.216,3.177,0.391,2.088
PDY00033,professional_workshop_context,13,4.276,5.352,2.609,3.103,6.917,1.397,5.570,3.834,5.113,1.497,3.376,2.120,4.354,3.099,0.751,2.457
PDY00033,professional_workshop_context,14,4.276,5.352,2.609,3.547,6.592,1.635,4.128,4.418,2.772,2.386,2.317,1.445,3.580,4.070,0.336,1.535
PDY00033,professional_workshop_context,15,4.276,5.352,2.609,3.793,5.826,1.416,3.590,4.711,2.349,2.022,4.699,1.942,3.318,3.164,0.410,1.843
PDY00033,professional_workshop_context,16,4.276,5.352,2.609,4.287,6.341,1.096,4.285,3.991,3.142,2.699,3.949,1.069,2.439,5.229,0.443,1.891
PDY00034,professional_workshop_context,1,3.701,5.666,3.291,2.753,7.000,1.000,5.988,3.386,4.451,1.000,3.589,1.000,2.649,5.032,1.430,2.492
PDY00034,professional_workshop_context,2,3.701,5.666,3.291,2.761,7.000,1.686,4.346,3.939,3.994,1.773,2.984,1.646,2.733,4.333,0.231,1.877
PDY00034,professional_workshop_context,3,3.701,5.666,3.291,2.763,6.634,2.395,2.138,1.401,4.318,3.734,1.897,3.453,3.416,4.671,0.359,2.000
PDY00034,professional_workshop_context,4,3.701,5.666,3.291,3.650,6.956,1.913,5.465,5.113,4.148,2.554,4.572,1.000,2.431,4.488,0.564,1.903
PDY00034,professional_workshop_context,5,3.701,5.666,3.291,3.184,6.313,2.210,3.857,3.647,5.233,2.987,3.926,1.810,3.487,3.874,0.469,1.816
PDY00034,professional_workshop_context,6,3.701,5.666,3.291,3.212,6.607,2.241,5.946,5.798,3.300,2.514,4.089,1.883,2.130,4.198,0.118,1.976
PDY00034,professional_workshop_context,7,3.701,5.666,3.291,2.538,6.992,1.511,6.230,3.384,3.090,2.825,3.402,1.753,2.953,4.748,0.596,2.273
PDY00034,professional_workshop_context,8,3.701,5.666,3.291,2.775,7.000,1.028,5.834,5.133,4.291,1.701,4.573,1.363,2.239,3.907,0.243,2.286
PDY00034,professional_workshop_context,9,3.701,5.666,3.291,3.015,7.000,1.184,4.200,2.248,4.111,3.279,2.828,1.564,3.482,4.457,0.132,2.062
PDY00034,professional_workshop_context,10,3.701,5.666,3.291,4.075,6.496,1.000,6.295,5.334,3.248,3.512,4.055,2.665,3.388,4.383,0.583,2.012
PDY00034,professional_workshop_context,11,3.701,5.666,3.291,3.620,5.912,1.924,4.104,4.603,1.748,1.881,3.690,1.000,1.769,3.871,0.654,1.698
PDY00034,professional_workshop_context,12,3.701,5.666,3.291,3.723,5.966,2.666,5.066,4.622,3.167,2.586,4.505,1.904,2.557,5.699,0.300,1.204
PDY00034,professional_workshop_context,13,3.701,5.666,3.291,3.308,6.852,2.732,3.135,3.295,4.391,2.573,2.175,2.761,4.124,4.739,0.455,2.110
PDY00034,professional_workshop_context,14,3.701,5.666,3.291,3.005,6.844,2.760,4.499,2.946,3.922,2.418,2.796,2.686,4.742,4.463,0.113,1.855
PDY00034,professional_workshop_context,15,3.701,5.666,3.291,4.037,7.000,1.579,4.775,2.833,3.344,1.546,3.713,1.469,2.762,5.916,0.790,2.016
PDY00034,professional_workshop_context,16,3.701,5.666,3.291,3.747,6.862,1.753,3.940,2.976,2.446,2.625,3.472,1.249,3.270,4.978,0.201,1.981
PDY00035,professional_workshop_context,1,3.674,6.117,2.911,3.675,6.331,1.087,5.361,4.147,3.260,1.990,3.600,2.046,2.527,4.219,1.089,1.877
PDY00035,professional_workshop_context,2,3.674,6.117,2.911,2.913,6.535,1.471,4.898,3.601,4.181,4.064,3.090,2.302,4.390,2.860,0.450,1.613
PDY00035,professional_workshop_context,3,3.674,6.117,2.911,3.303,6.428,1.323,4.069,4.423,2.478,1.337,3.820,1.799,2.220,2.736,0.215,2.035
PDY00035,professional_workshop_context,4,3.674,6.117,2.911,3.040,6.793,1.000,3.370,1.862,3.292,1.961,3.718,1.585,2.096,5.316,0.317,2.332
PDY00035,professional_workshop_context,5,3.674,6.117,2.911,3.706,7.000,1.443,3.193,3.617,4.068,2.418,3.291,1.442,3.489,4.547,0.439,1.859
PDY00035,professional_workshop_context,6,3.674,6.117,2.911,3.166,6.978,1.328,2.619,4.304,4.320,2.310,2.709,2.718,4.711,4.313,0.226,2.311
PDY00035,professional_workshop_context,7,3.674,6.117,2.911,2.922,7.000,1.253,4.295,4.336,6.807,2.738,3.012,2.175,4.948,4.734,0.114,2.183
PDY00035,professional_workshop_context,8,3.674,6.117,2.911,3.845,7.000,1.194,5.130,5.387,4.981,2.303,3.755,1.073,3.047,5.578,0.327,1.945
PDY00035,professional_workshop_context,9,3.674,6.117,2.911,2.329,7.000,1.618,4.047,2.815,5.455,1.938,2.845,2.037,3.454,3.179,0.647,2.255
PDY00035,professional_workshop_context,10,3.674,6.117,2.911,3.596,6.993,1.057,5.509,3.237,3.729,1.052,4.098,1.696,2.185,5.517,0.612,1.881
PDY00035,professional_workshop_context,11,3.674,6.117,2.911,3.202,6.702,1.731,5.340,3.504,3.772,2.604,3.815,1.815,3.850,4.303,0.453,1.645
PDY00035,professional_workshop_context,12,3.674,6.117,2.911,3.405,6.193,1.000,3.663,4.335,3.246,1.527,2.949,1.000,1.785,4.536,0.481,1.779
PDY00035,professional_workshop_context,13,3.674,6.117,2.911,3.256,7.000,1.778,4.713,1.329,4.262,2.675,3.935,1.940,4.223,5.483,0.578,1.845
PDY00035,professional_workshop_context,14,3.674,6.117,2.911,3.326,7.000,1.650,5.415,3.249,4.105,2.120,4.114,2.287,2.957,4.196,0.066,2.103
PDY00035,professional_workshop_context,15,3.674,6.117,2.911,3.219,7.000,2.039,4.718,3.242,3.676,2.514,3.504,2.448,3.385,2.751,0.165,1.750
PDY00035,professional_workshop_context,16,3.674,6.117,2.911,2.420,7.000,2.259,3.168,4.567,5.190,3.034,3.035,2.732,3.984,4.303,0.340,1.732
PDY00036,professional_workshop_context,1,3.620,6.579,2.239,3.286,7.000,1.028,5.832,4.089,3.717,1.716,3.429,1.000,2.377,6.752,0.798,1.155
PDY00036,professional_workshop_context,2,3.620,6.579,2.239,3.500,7.000,1.000,5.638,2.777,4.637,2.694,3.792,2.366,4.322,3.047,0.081,1.881
PDY00036,professional_workshop_context,3,3.620,6.579,2.239,3.596,6.987,1.000,4.821,3.506,3.534,2.945,4.046,1.610,2.972,4.198,0.036,1.602
PDY00036,professional_workshop_context,4,3.620,6.579,2.239,2.727,6.506,1.085,1.981,5.206,2.179,2.055,2.797,2.246,3.203,3.006,0.478,2.325
PDY00036,professional_workshop_context,5,3.620,6.579,2.239,2.737,7.000,1.301,4.936,3.800,3.222,1.552,3.472,2.243,3.435,4.186,0.240,1.668
PDY00036,professional_workshop_context,6,3.620,6.579,2.239,2.631,6.768,1.324,5.300,3.326,3.039,2.981,3.176,2.274,3.195,3.459,0.120,1.706
PDY00036,professional_workshop_context,7,3.620,6.579,2.239,3.705,7.000,1.000,4.559,3.607,5.793,2.890,3.845,1.807,4.176,6.776,0.543,2.189
PDY00036,professional_workshop_context,8,3.620,6.579,2.239,3.731,6.819,1.241,4.829,5.687,2.644,2.507,4.804,2.290,4.182,4.705,0.149,1.838
PDY00036,professional_workshop_context,9,3.620,6.579,2.239,3.279,6.684,1.000,7.000,5.049,3.251,1.952,4.138,2.219,3.529,4.057,0.276,1.666
PDY00036,professional_workshop_context,10,3.620,6.579,2.239,3.327,7.000,1.420,4.864,3.498,4.334,3.486,4.707,2.346,5.394,3.822,0.261,1.681
PDY00036,professional_workshop_context,11,3.620,6.579,2.239,3.084,7.000,1.000,3.584,3.871,2.448,1.894,4.328,1.624,1.124,5.039,0.221,2.138
PDY00036,professional_workshop_context,12,3.620,6.579,2.239,2.901,6.721,1.419,4.212,4.248,2.094,2.421,3.226,2.273,1.265,4.674,0.293,1.979
PDY00036,professional_workshop_context,13,3.620,6.579,2.239,3.375,7.000,1.000,5.824,4.335,3.901,1.529,3.463,1.000,2.238,5.698,0.391,1.646
PDY00036,professional_workshop_context,14,3.620,6.579,2.239,3.695,6.861,1.000,6.216,2.442,2.918,3.164,2.992,1.698,2.833,3.926,0.153,1.666
PDY00036,professional_workshop_context,15,3.620,6.579,2.239,2.275,6.663,1.000,6.356,1.188,2.101,2.790,3.773,1.396,2.130,5.061,0.539,2.071
PDY00036,professional_workshop_context,16,3.620,6.579,2.239,3.055,7.000,1.556,4.031,3.569,2.617,3.639,4.098,1.849,3.427,5.537,0.558,1.553
PDY00037,professional_workshop_context,1,3.950,3.774,5.952,4.143,4.161,5.709,3.858,3.065,2.487,3.294,3.493,3.101,3.658,3.622,0.802,1.586
PDY00037,professional_workshop_context,2,3.950,3.774,5.952,3.577,4.225,4.048,4.046,5.284,3.164,1.639,3.444,2.505,2.413,2.948,0.764,2.373
PDY00037,professional_workshop_context,3,3.950,3.774,5.952,2.945,4.976,3.932,3.886,4.336,4.086,1.512,3.513,2.574,2.734,4.930,0.499,2.666
PDY00037,professional_workshop_context,4,3.950,3.774,5.952,3.476,4.434,4.243,4.907,4.416,4.510,1.952,4.036,2.400,2.836,5.492,0.461,2.266
PDY00037,professional_workshop_context,5,3.950,3.774,5.952,3.645,3.226,4.149,4.275,3.387,2.107,1.613,3.376,1.089,1.492,5.102,0.491,1.990
PDY00037,professional_workshop_context,6,3.950,3.774,5.952,3.681,4.330,4.457,5.557,3.576,3.557,2.890,3.576,1.873,4.522,4.160,0.483,1.788
PDY00037,professional_workshop_context,7,3.950,3.774,5.952,3.700,4.909,4.451,5.355,3.737,3.738,2.820,3.259,2.133,3.565,5.144,0.201,1.985
PDY00037,professional_workshop_context,8,3.950,3.774,5.952,3.144,4.773,4.436,5.162,3.133,3.617,1.848,3.005,2.811,2.547,3.237,0.236,2.437
PDY00037,professional_workshop_context,9,3.950,3.774,5.952,3.344,4.202,4.371,3.714,3.859,2.072,2.959,3.380,2.074,2.991,4.569,0.279,2.322
PDY00037,professional_workshop_context,10,3.950,3.774,5.952,3.092,4.976,5.250,3.212,4.643,4.609,4.241,2.307,2.831,2.846,4.567,0.635,1.790
PDY00037,professional_workshop_context,11,3.950,3.774,5.952,3.458,4.587,4.618,5.152,3.441,3.235,2.242,2.571,1.626,2.457,4.773,0.462,2.104
PDY00037,professional_workshop_context,12,3.950,3.774,5.952,3.065,4.333,5.437,5.239,3.436,3.863,3.442,2.984,2.036,4.015,4.239,0.489,1.965
PDY00037,professional_workshop_context,13,3.950,3.774,5.952,3.698,4.352,4.723,4.254,4.874,3.697,1.469,2.963,2.089,2.730,4.573,0.455,1.845
PDY00037,professional_workshop_context,14,3.950,3.774,5.952,3.461,3.927,4.940,5.169,3.975,2.943,2.448,3.508,2.710,3.567,2.729,0.294,1.564
PDY00037,professional_workshop_context,15,3.950,3.774,5.952,3.330,4.174,4.940,3.773,5.210,2.392,2.796,3.672,2.003,2.092,4.812,0.126,1.726
PDY00037,professional_workshop_context,16,3.950,3.774,5.952,2.891,4.378,5.035,4.854,5.194,3.180,2.219,2.980,3.041,3.288,3.008,0.246,2.308
PDY00038,professional_workshop_context,1,3.086,3.889,5.033,2.602,3.812,3.510,4.081,4.077,3.643,2.237,3.508,2.504,1.803,4.872,0.788,2.050
PDY00038,professional_workshop_context,2,3.086,3.889,5.033,3.103,4.363,3.869,4.286,4.240,2.667,3.269,3.848,2.538,3.119,4.638,0.471,1.385
PDY00038,professional_workshop_context,3,3.086,3.889,5.033,2.656,4.225,4.136,4.692,1.611,2.922,1.978,3.308,3.345,3.270,3.494,0.284,2.035
PDY00038,professional_workshop_context,4,3.086,3.889,5.033,2.279,4.275,4.669,6.524,2.849,2.213,2.928,2.948,2.517,1.668,4.837,0.320,1.744
PDY00038,professional_workshop_context,5,3.086,3.889,5.033,2.174,3.661,6.176,2.652,3.829,2.176,4.514,2.248,3.769,2.720,3.955,0.742,1.821
PDY00038,professional_workshop_context,6,3.086,3.889,5.033,2.948,4.017,5.163,4.088,5.271,3.829,2.982,3.620,1.842,3.249,5.766,0.714,1.229
PDY00038,professional_workshop_context,7,3.086,3.889,5.033,2.682,4.373,4.260,4.322,4.312,3.609,1.099,3.364,1.528,2.188,4.927,0.509,2.215
PDY00038,professional_workshop_context,8,3.086,3.889,5.033,3.065,4.116,5.508,3.840,5.633,2.175,3.907,3.392,3.672,2.782,5.309,0.629,1.177
PDY00038,professional_workshop_context,9,3.086,3.889,5.033,1.803,4.385,3.363,6.479,3.362,2.265,1.000,3.046,1.614,2.708,4.885,1.225,2.606
PDY00038,professional_workshop_context,10,3.086,3.889,5.033,2.453,4.991,3.374,5.184,4.872,3.093,3.535,4.190,2.652,3.896,3.972,0.422,1.862
PDY00038,professional_workshop_context,11,3.086,3.889,5.033,1.815,4.432,3.911,4.766,4.069,2.912,1.950,3.421,2.396,2.062,4.629,0.578,2.122
PDY00038,professional_workshop_context,12,3.086,3.889,5.033,3.004,4.936,3.778,5.302,3.362,2.459,3.271,3.497,1.591,2.062,4.461,0.609,1.995
PDY00038,professional_workshop_context,13,3.086,3.889,5.033,2.468,4.863,3.464,5.375,6.158,4.474,1.502,4.192,1.589,2.591,3.326,0.308,2.389
PDY00038,professional_workshop_context,14,3.086,3.889,5.033,2.943,4.287,3.696,4.527,4.159,3.787,1.306,4.445,1.923,3.206,4.483,0.428,1.923
PDY00038,professional_workshop_context,15,3.086,3.889,5.033,2.837,4.490,2.943,3.314,5.479,3.479,1.934,3.493,2.079,1.250,6.187,0.354,2.233
PDY00038,professional_workshop_context,16,3.086,3.889,5.033,2.181,3.931,3.551,4.312,4.363,2.419,1.000,3.734,1.039,2.070,4.995,0.607,2.131
PDY00039,professional_workshop_context,1,3.439,4.298,5.121,3.023,4.685,3.814,4.952,2.739,3.349,1.679,2.674,1.821,2.656,4.102,0.773,2.133
PDY00039,professional_workshop_context,2,3.439,4.298,5.121,3.098,4.204,3.853,4.964,3.551,3.246,2.736,2.042,1.585,2.078,4.835,0.198,1.780
PDY00039,professional_workshop_context,3,3.439,4.298,5.121,3.199,5.352,5.023,2.689,3.388,2.526,3.613,2.668,2.218,4.095,4.980,0.806,1.538
PDY00039,professional_workshop_context,4,3.439,4.298,5.121,3.042,4.161,3.371,5.436,3.293,2.220,1.353,2.921,2.311,1.227,4.879,1.000,1.989
PDY00039,professional_workshop_context,5,3.439,4.298,5.121,3.324,5.596,5.107,4.330,4.684,4.148,4.749,3.709,3.526,3.125,4.912,1.151,1.338
PDY00039,professional_workshop_context,6,3.439,4.298,5.121,2.425,5.194,3.887,3.364,3.645,4.741,1.000,3.522,1.611,3.365,3.193,0.840,2.372
PDY00039,professional_workshop_context,7,3.439,4.298,5.121,3.266,4.833,4.072,4.669,4.078,2.192,2.151,4.443,1.699,2.913,5.049,0.463,2.216
PDY00039,professional_workshop_context,8,3.439,4.298,5.121,3.620,3.887,3.280,5.931,5.670,2.618,1.573,3.848,1.771,2.206,3.064,0.697,2.330
PDY00039,professional_workshop_context,9,3.439,4.298,5.121,2.846,5.560,3.706,4.309,2.376,2.904,2.269,2.858,2.522,3.256,6.075,0.958,2.413
PDY00039,professional_workshop_context,10,3.439,4.298,5.121,3.249,4.603,4.736,6.708,5.117,2.621,3.435,3.675,2.593,3.538,3.436,0.797,1.602
PDY00039,professional_workshop_context,11,3.439,4.298,5.121,3.305,5.528,4.503,5.540,1.849,3.867,2.631,3.007,2.574,3.603,4.580,0.405,1.753
PDY00039,professional_workshop_context,12,3.439,4.298,5.121,3.189,5.377,2.847,6.242,2.454,5.113,1.045,3.448,1.460,2.019,4.695,0.641,2.932
PDY00039,professional_workshop_context,13,3.439,4.298,5.121,3.427,5.021,4.128,3.828,3.826,3.477,2.154,2.879,2.260,2.110,4.553,0.625,1.939
PDY00039,professional_workshop_context,14,3.439,4.298,5.121,3.322,3.969,4.988,5.503,3.328,2.905,4.362,4.208,2.810,2.951,4.818,0.672,1.107
PDY00039,professional_workshop_context,15,3.439,4.298,5.121,3.268,4.804,4.183,4.197,4.681,3.818,1.794,3.501,2.021,3.042,3.860,0.564,1.961
PDY00039,professional_workshop_context,16,3.439,4.298,5.121,2.694,4.644,3.075,5.733,4.723,3.298,1.537,2.778,1.098,3.150,4.423,0.614,2.246
PDY00040,professional_workshop_context,1,3.171,4.311,5.606,3.068,4.664,5.361,3.328,1.955,3.275,2.585,2.360,2.927,3.847,4.639,0.062,1.663
PDY00040,professional_workshop_context,2,3.171,4.311,5.606,3.235,4.723,5.686,3.628,5.040,3.958,3.109,3.848,3.261,2.934,4.838,0.184,1.187
PDY00040,professional_workshop_context,3,3.171,4.311,5.606,2.563,4.351,5.882,4.403,5.464,2.486,3.675,2.842,4.338,3.401,2.810,0.413,1.385
PDY00040,professional_workshop_context,4,3.171,4.311,5.606,2.832,4.815,5.103,5.845,2.661,3.719,3.484,3.305,1.767,3.897,6.236,0.504,1.537
PDY00040,professional_workshop_context,5,3.171,4.311,5.606,2.427,4.272,4.382,6.266,3.842,4.825,1.693,4.352,1.721,2.781,3.430,0.557,1.894
PDY00040,professional_workshop_context,6,3.171,4.311,5.606,2.891,4.076,4.471,5.349,4.017,2.650,2.382,3.886,2.908,2.943,3.035,0.250,1.838
PDY00040,professional_workshop_context,7,3.171,4.311,5.606,3.191,4.852,4.903,4.706,3.817,4.528,2.237,3.335,2.916,4.028,4.663,0.503,1.547
PDY00040,professional_workshop_context,8,3.171,4.311,5.606,3.140,4.664,5.144,4.300,5.412,3.240,2.817,3.864,1.745,3.238,6.047,0.160,1.503
PDY00040,professional_workshop_context,9,3.171,4.311,5.606,3.122,4.854,4.568,5.586,1.640,6.075,2.070,2.988,1.985,3.509,3.693,0.261,2.010
PDY00040,professional_workshop_context,10,3.171,4.311,5.606,3.024,5.424,4.332,4.140,2.680,3.543,2.887,3.975,2.829,2.570,6.536,0.302,1.570
PDY00040,professional_workshop_context,11,3.171,4.311,5.606,2.746,4.478,4.154,5.708,3.217,2.936,3.550,4.355,2.591,3.081,5.938,0.467,1.480
PDY00040,professional_workshop_context,12,3.171,4.311,5.606,2.475,5.077,4.683,5.111,2.975,3.748,3.525,3.795,3.076,3.278,4.392,0.466,1.646
PDY00040,professional_workshop_context,13,3.171,4.311,5.606,2.911,4.444,3.523,5.890,3.698,3.050,2.922,3.755,1.973,3.514,5.096,0.743,1.961
PDY00040,professional_workshop_context,14,3.171,4.311,5.606,2.873,5.106,2.804,6.232,1.113,4.375,1.140,1.912,1.446,3.413,3.505,0.474,2.801
PDY00040,professional_workshop_context,15,3.171,4.311,5.606,2.799,4.353,3.745,5.516,3.740,3.410,1.571,3.073,1.672,2.506,3.918,0.589,2.168
PDY00040,professional_workshop_context,16,3.171,4.311,5.606,2.865,4.767,3.148,4.419,4.446,3.996,1.000,3.251,2.116,3.321,4.809,0.359,1.760
PDY00041,professional_workshop_context,1,4.284,4.168,4.122,3.049,4.532,2.914,4.792,1.000,2.411,1.427,3.475,2.032,2.410,4.563,1.013,2.362
PDY00041,professional_workshop_context,2,4.284,4.168,4.122,3.698,4.563,2.908,4.460,3.973,1.648,2.633,3.309,1.898,2.155,3.683,0.229,1.605
PDY00041,professional_workshop_context,3,4.284,4.168,4.122,4.700,5.321,4.269,4.563,4.314,3.759,3.863,3.522,3.309,4.966,2.722,1.040,1.670
