person_id,occasion,situation_type,behavior_score,trait_score,situation_strength,trait_x_situation,observed_regulation,contextual_constraint
PER00272,14,deadline_pressure,4.343,3.276,4.543,2.126,4.782,6.739
PER00273,1,deadline_pressure,3.743,2.222,5.486,1.741,4.703,5.856
PER00273,2,team_meeting,3.377,2.995,5.029,2.151,4.456,4.154
PER00273,3,family_obligation,3.770,2.839,4.623,1.875,3.604,5.073
PER00273,4,team_meeting,3.590,3.558,4.115,2.092,3.336,3.086
PER00273,5,family_obligation,4.041,2.961,5.080,2.149,4.103,4.432
PER00273,6,deadline_pressure,4.268,2.721,4.544,1.767,3.733,5.826
PER00273,7,ambiguous_conflict,3.015,3.047,3.763,1.638,3.543,3.381
PER00273,8,quiet_work,3.029,2.912,3.677,1.530,3.653,5.133
PER00273,9,ambiguous_conflict,4.069,3.050,4.318,1.881,3.476,3.332
PER00273,10,quiet_work,5.146,3.990,3.982,2.270,4.263,5.539
PER00273,11,team_meeting,3.847,3.706,4.135,2.189,3.882,3.889
PER00273,12,family_obligation,2.586,3.147,4.375,1.967,3.290,4.597
PER00273,13,creative_exploration,3.255,3.142,3.820,1.715,3.588,3.680
PER00273,14,ambiguous_conflict,3.566,2.930,5.164,2.162,4.059,3.148
PER00274,1,family_obligation,3.664,3.446,4.110,2.024,2.864,4.072
PER00274,2,family_obligation,3.082,3.368,5.238,2.521,2.612,4.862
PER00274,3,deadline_pressure,3.586,3.425,5.347,2.616,2.853,4.821
PER00274,4,quiet_work,2.958,3.779,3.516,1.898,3.471,5.548
PER00274,5,ambiguous_conflict,4.114,3.324,4.945,2.349,3.044,3.444
PER00274,6,ambiguous_conflict,3.018,3.046,3.514,1.529,3.138,3.323
PER00274,7,creative_exploration,3.168,2.843,2.457,0.998,3.078,2.576
PER00274,8,quiet_work,3.449,3.558,4.246,2.158,3.692,6.021
PER00274,9,social_event,3.963,3.399,4.350,2.112,2.611,3.704
PER00274,10,team_meeting,4.108,2.969,4.839,2.052,3.083,4.602
PER00274,11,creative_exploration,2.274,2.397,3.364,1.152,2.758,1.892
PER00274,12,ambiguous_conflict,3.289,2.597,3.627,1.346,3.361,3.694
PER00274,13,creative_exploration,4.591,3.468,2.564,1.270,2.868,2.058
PER00274,14,quiet_work,4.030,3.651,3.450,1.799,3.799,5.787
PER00275,1,family_obligation,3.921,3.382,5.904,2.852,3.947,5.266
PER00275,2,deadline_pressure,5.098,4.021,5.875,3.375,5.258,5.593
PER00275,3,team_meeting,4.037,3.949,3.773,2.128,5.253,3.954
PER00275,4,team_meeting,4.674,3.558,4.407,2.240,4.938,4.241
PER00275,5,ambiguous_conflict,3.763,4.135,3.474,2.052,4.278,3.273
PER00275,6,creative_exploration,4.245,3.652,4.003,2.089,4.537,3.046
PER00275,7,ambiguous_conflict,4.070,3.776,4.163,2.246,4.701,3.048
PER00275,8,public_presentation,4.508,4.517,6.178,3.986,5.073,5.138
PER00275,9,social_event,5.057,4.574,5.474,3.577,3.358,1.453
PER00275,10,family_obligation,3.702,3.773,4.692,2.529,4.515,4.606
PER00275,11,deadline_pressure,4.126,4.994,5.011,3.575,4.885,6.088
PER00275,12,team_meeting,4.789,4.039,3.823,2.206,4.258,4.978
PER00275,13,public_presentation,5.726,4.306,6.391,3.931,5.470,4.421
PER00275,14,quiet_work,4.679,3.735,5.222,2.786,4.429,6.095
PER00276,1,creative_exploration,4.502,4.055,3.946,2.285,3.005,3.394
PER00276,2,family_obligation,3.447,3.515,4.982,2.502,4.044,5.645
PER00276,3,family_obligation,5.387,4.049,6.975,4.035,4.907,5.568
PER00276,4,deadline_pressure,5.066,4.331,4.699,2.907,4.484,5.006
PER00276,5,social_event,3.247,3.166,4.512,2.040,4.158,2.763
PER00276,6,public_presentation,4.424,4.009,5.839,3.344,3.377,4.714
PER00276,7,ambiguous_conflict,4.203,3.594,5.534,2.841,4.521,4.025
PER00276,8,quiet_work,4.376,4.573,2.990,1.953,4.550,5.144
PER00276,9,ambiguous_conflict,3.683,4.084,3.922,2.288,4.161,4.365
PER00276,10,public_presentation,3.788,2.657,5.390,2.046,4.971,5.477
PER00276,11,team_meeting,4.399,3.290,3.175,1.492,4.531,4.010
PER00276,12,ambiguous_conflict,4.372,3.287,3.998,1.878,4.265,2.802
PER00276,13,team_meeting,3.495,4.035,3.731,2.151,3.543,3.937
PER00276,14,deadline_pressure,4.442,4.568,4.072,2.658,4.888,5.704
PER00277,1,social_event,4.900,5.367,4.468,3.426,4.691,3.453
PER00277,2,deadline_pressure,4.989,4.511,5.738,3.698,6.114,5.501
PER00277,3,family_obligation,4.033,4.643,4.242,2.814,4.550,5.276
PER00277,4,quiet_work,4.976,5.772,3.626,2.990,4.937,5.438
PER00277,5,family_obligation,3.776,4.693,4.116,2.759,4.018,4.980
PER00277,6,ambiguous_conflict,4.380,4.416,4.763,3.005,2.593,3.201
PER00277,7,creative_exploration,4.234,4.531,3.404,2.204,3.912,2.172
PER00277,8,social_event,4.464,4.550,4.508,2.931,4.757,3.340
PER00277,9,creative_exploration,3.970,4.549,3.787,2.461,4.670,2.350
PER00277,10,team_meeting,4.807,4.453,4.993,3.176,4.216,3.924
PER00277,11,ambiguous_conflict,4.520,5.222,3.663,2.733,4.581,3.870
PER00277,12,family_obligation,5.272,5.379,4.148,3.188,3.935,5.010
PER00277,13,ambiguous_conflict,4.841,4.335,5.963,3.693,4.434,3.441
PER00277,14,family_obligation,5.137,5.663,3.856,3.119,4.760,3.457
PER00278,1,creative_exploration,4.698,4.220,3.722,2.244,3.443,2.861
PER00278,2,family_obligation,4.548,3.378,4.784,2.308,4.397,4.722
PER00278,3,quiet_work,3.179,3.544,3.903,1.976,4.239,5.886
PER00278,4,ambiguous_conflict,4.112,4.427,4.106,2.597,3.748,3.563
PER00278,5,ambiguous_conflict,3.845,3.800,4.718,2.561,4.664,3.992
PER00278,6,public_presentation,4.645,3.727,5.269,2.805,3.812,5.839
PER00278,7,creative_exploration,3.304,4.361,2.873,1.790,3.816,2.060
PER00278,8,creative_exploration,4.150,3.684,3.633,1.912,4.163,2.615
PER00278,9,ambiguous_conflict,4.481,4.398,3.630,2.280,3.055,4.291
PER00278,10,creative_exploration,5.172,4.165,4.718,2.807,3.344,2.201
PER00278,11,social_event,3.809,4.258,3.700,2.251,3.310,2.325
PER00278,12,family_obligation,4.972,4.679,4.785,3.199,4.645,5.656
PER00278,13,social_event,4.887,4.395,4.214,2.646,4.408,3.058
PER00278,14,public_presentation,4.585,4.273,5.210,3.181,3.323,4.354
PER00279,1,deadline_pressure,4.728,4.580,4.865,3.183,5.142,4.196
PER00279,2,public_presentation,4.248,3.774,3.878,2.091,4.261,4.917
PER00279,3,public_presentation,5.186,5.148,7.000,5.148,5.376,5.702
PER00279,4,deadline_pressure,5.173,4.514,4.967,3.203,3.688,5.499
PER00279,5,ambiguous_conflict,4.536,3.874,4.813,2.664,3.143,3.868
PER00279,6,quiet_work,3.949,4.531,2.960,1.916,5.090,6.008
PER00279,7,team_meeting,5.242,4.601,4.531,2.978,5.318,4.301
PER00279,8,public_presentation,3.402,3.658,4.104,2.145,4.329,5.101
PER00279,9,family_obligation,4.996,4.328,5.226,3.232,4.551,5.697
PER00279,10,public_presentation,4.454,4.480,6.374,4.079,5.041,4.961
PER00279,11,creative_exploration,3.692,3.789,3.626,1.963,4.793,2.782
PER00279,12,quiet_work,4.345,4.908,4.393,3.080,4.807,5.704
PER00279,13,deadline_pressure,4.929,5.154,5.349,3.938,3.527,5.042
PER00279,14,ambiguous_conflict,4.722,3.956,4.656,2.631,4.814,3.782
PER00280,1,deadline_pressure,4.053,3.600,3.674,1.889,4.106,5.481
PER00280,2,public_presentation,4.810,3.419,6.167,3.012,4.019,4.297
PER00280,3,quiet_work,3.781,3.642,3.555,1.849,2.955,5.614
PER00280,4,social_event,4.100,2.924,3.865,1.614,3.450,2.314
PER00280,5,team_meeting,3.796,3.081,5.452,2.399,2.339,3.696
PER00280,6,ambiguous_conflict,2.983,3.506,3.801,1.904,2.909,3.469
PER00280,7,creative_exploration,3.310,2.955,3.866,1.632,3.341,1.604
PER00280,8,team_meeting,3.911,3.400,4.221,2.050,3.453,3.263
PER00280,9,social_event,3.153,3.368,4.253,2.046,2.473,3.000
PER00280,10,public_presentation,4.100,3.119,5.907,2.632,3.734,5.347
PER00280,11,ambiguous_conflict,4.558,3.745,4.881,2.611,3.134,3.264
PER00280,12,ambiguous_conflict,3.100,3.390,4.213,2.040,2.908,3.147
PER00280,13,public_presentation,4.822,3.127,4.823,2.154,3.495,5.673
PER00280,14,family_obligation,4.756,3.144,6.457,2.900,2.980,4.943
PER00281,1,ambiguous_conflict,3.836,3.529,3.822,1.927,3.028,4.206
PER00281,2,ambiguous_conflict,3.907,2.893,3.860,1.595,4.442,3.830
PER00281,3,social_event,4.168,3.455,4.806,2.372,2.837,3.340
PER00281,4,team_meeting,3.950,3.393,4.591,2.225,3.203,4.175
PER00281,5,deadline_pressure,4.718,3.480,5.297,2.633,4.019,6.056
PER00281,6,creative_exploration,3.595,2.684,3.503,1.343,3.262,1.792
PER00281,7,social_event,3.000,4.423,3.613,2.283,3.245,2.539
PER00281,8,public_presentation,3.849,3.893,5.343,2.971,2.950,4.850
PER00281,9,public_presentation,3.370,3.171,4.269,1.934,4.052,4.944
PER00281,10,deadline_pressure,3.642,3.524,3.858,1.942,4.326,5.886
PER00281,11,quiet_work,3.439,3.540,3.867,1.955,3.989,5.784
PER00281,12,creative_exploration,3.488,3.759,2.791,1.499,2.379,2.658
PER00281,13,creative_exploration,3.473,2.777,4.081,1.619,3.698,2.054
PER00281,14,creative_exploration,3.173,3.106,3.536,1.569,2.899,2.477
PER00282,1,public_presentation,3.730,3.814,4.381,2.387,4.216,6.185
PER00282,2,deadline_pressure,3.976,4.117,5.731,3.371,4.722,6.482
PER00282,3,deadline_pressure,3.723,3.430,5.108,2.503,3.662,5.055
PER00282,4,public_presentation,4.860,3.555,5.093,2.586,3.726,6.170
PER00282,5,creative_exploration,4.074,3.798,3.778,2.050,4.770,2.433
PER00282,6,deadline_pressure,4.599,3.515,4.285,2.152,4.796,6.353
PER00282,7,team_meeting,3.203,3.768,4.620,2.487,3.400,3.363
PER00282,8,deadline_pressure,4.032,3.631,4.537,2.354,3.604,5.311
PER00282,9,social_event,3.807,3.485,4.521,2.251,3.073,2.919
PER00282,10,quiet_work,4.873,3.525,4.783,2.409,4.899,5.919
PER00282,11,creative_exploration,2.904,3.132,2.904,1.300,3.738,2.611
PER00282,12,social_event,4.364,2.962,4.797,2.030,3.770,2.947
PER00282,13,creative_exploration,2.893,2.422,3.919,1.356,3.726,2.686
PER00282,14,creative_exploration,3.376,3.045,2.879,1.252,3.732,1.124
PER00283,1,social_event,5.249,3.470,3.963,1.965,2.949,1.644
PER00283,2,social_event,4.505,3.329,4.256,2.024,3.783,3.212
PER00283,3,deadline_pressure,4.365,2.903,5.561,2.306,3.790,5.815
PER00283,4,team_meeting,3.664,4.123,4.598,2.708,3.437,4.111
PER00283,5,family_obligation,4.188,3.575,4.183,2.136,3.391,5.269
PER00283,6,social_event,5.255,3.571,4.137,2.110,3.004,1.811
PER00283,7,creative_exploration,3.505,3.972,3.130,1.776,2.928,1.521
PER00283,8,family_obligation,3.611,3.588,4.678,2.398,3.806,4.451
PER00283,9,public_presentation,3.530,3.072,5.171,2.270,3.137,4.530
PER00283,10,creative_exploration,3.150,2.676,3.368,1.287,2.910,3.041
PER00283,11,creative_exploration,4.131,4.096,2.999,1.755,3.166,1.807
PER00283,12,quiet_work,4.536,2.750,4.261,1.674,3.580,5.375
PER00283,13,ambiguous_conflict,4.197,3.652,4.897,2.555,3.401,3.301
PER00283,14,quiet_work,3.710,3.615,3.960,2.045,4.077,6.108
PER00284,1,quiet_work,2.601,2.451,4.006,1.403,3.313,4.646
PER00284,2,creative_exploration,3.990,3.560,2.771,1.410,3.397,2.303
PER00284,3,deadline_pressure,3.887,2.976,5.005,2.128,4.128,5.160
PER00284,4,public_presentation,4.864,4.105,5.565,3.264,3.324,5.420
PER00284,5,social_event,3.606,2.968,4.345,1.842,3.709,2.758
PER00284,6,creative_exploration,3.335,4.141,3.604,2.132,3.021,1.641
PER00284,7,team_meeting,4.180,2.792,5.542,2.211,3.789,4.151
PER00284,8,quiet_work,3.144,3.060,4.617,2.018,3.877,5.779
PER00284,9,team_meeting,3.822,3.143,4.183,1.878,3.714,4.358
PER00284,10,public_presentation,4.444,3.803,6.444,3.500,3.097,5.014
PER00284,11,family_obligation,3.706,3.386,4.891,2.366,3.485,4.573
PER00284,12,family_obligation,3.111,3.016,3.296,1.420,3.948,4.989
PER00284,13,public_presentation,4.481,3.039,5.253,2.281,2.682,4.419
PER00284,14,family_obligation,3.886,3.702,4.071,2.153,2.995,4.670
PER00285,1,public_presentation,4.869,4.715,5.547,3.736,5.494,4.273
PER00285,2,public_presentation,4.838,4.779,5.721,3.906,3.122,5.329
PER00285,3,creative_exploration,4.466,4.696,3.634,2.438,3.674,1.444
PER00285,4,team_meeting,4.710,4.295,5.383,3.303,4.811,4.873
PER00285,5,team_meeting,4.989,4.522,5.483,3.542,3.922,4.033
PER00285,6,team_meeting,5.053,5.087,4.449,3.233,3.584,4.901
PER00285,7,public_presentation,4.357,4.212,5.395,3.246,4.574,5.316
PER00285,8,team_meeting,4.724,4.584,4.088,2.677,4.080,4.656
PER00285,9,ambiguous_conflict,4.265,3.883,5.748,3.189,4.500,2.821
PER00285,10,ambiguous_conflict,4.708,4.268,5.378,3.279,4.694,2.983
PER00285,11,creative_exploration,3.338,3.262,3.915,1.824,3.216,2.681
PER00285,12,social_event,4.539,4.501,4.552,2.927,3.968,3.566
PER00285,13,social_event,4.369,3.740,4.659,2.489,3.130,3.416
PER00285,14,creative_exploration,3.515,3.899,2.395,1.334,3.239,2.561
PER00286,1,quiet_work,3.562,3.870,2.932,1.621,4.135,6.273
PER00286,2,creative_exploration,3.629,3.542,4.094,2.072,3.265,2.058
PER00286,3,team_meeting,5.263,3.822,5.351,2.922,4.023,5.048
PER00286,4,family_obligation,4.562,4.441,4.402,2.793,3.212,5.302
PER00286,5,deadline_pressure,4.297,3.015,5.529,2.382,4.342,5.627
PER00286,6,public_presentation,4.698,4.276,6.620,4.044,3.351,4.950
PER00286,7,public_presentation,4.296,3.894,6.147,3.419,4.114,5.179
PER00286,8,team_meeting,3.318,3.323,4.825,2.291,4.487,4.124
PER00286,9,deadline_pressure,5.176,3.422,5.283,2.583,3.630,5.742
PER00286,10,social_event,4.683,3.367,4.335,2.085,2.857,2.905
PER00286,11,team_meeting,4.116,4.065,4.994,2.900,2.576,4.269
PER00286,12,family_obligation,4.031,3.339,4.482,2.138,3.567,3.754
PER00286,13,family_obligation,4.669,3.830,4.511,2.468,3.852,5.788
PER00286,14,creative_exploration,4.224,3.894,3.719,2.069,3.324,1.060
PER00287,1,public_presentation,3.551,3.121,6.057,2.701,3.630,4.941
PER00287,2,public_presentation,4.513,3.237,6.454,2.985,3.534,5.068
PER00287,3,quiet_work,4.132,3.537,4.986,2.519,2.439,5.084
PER00287,4,quiet_work,3.765,3.399,4.147,2.014,3.484,6.219
PER00287,5,quiet_work,4.297,3.495,5.220,2.607,3.891,5.435
PER00287,6,ambiguous_conflict,4.120,3.136,3.771,1.690,3.414,3.832
PER00287,7,family_obligation,4.083,3.744,3.581,1.916,3.153,5.139
PER00287,8,ambiguous_conflict,3.466,3.721,3.745,1.991,3.476,4.084
PER00287,9,team_meeting,3.427,3.289,4.046,1.901,3.671,3.901
PER00287,10,deadline_pressure,3.275,3.275,4.611,2.157,3.749,5.368
PER00287,11,deadline_pressure,4.268,3.174,4.102,1.860,3.601,4.691
PER00287,12,public_presentation,4.395,3.681,6.053,3.183,3.556,4.365
PER00287,13,deadline_pressure,4.535,3.092,4.806,2.123,3.646,5.380
PER00287,14,ambiguous_conflict,4.279,3.078,5.131,2.256,3.744,3.891
PER00288,1,social_event,5.185,3.848,5.421,2.980,3.771,2.835
PER00288,2,ambiguous_conflict,4.192,2.801,5.566,2.227,3.943,4.235
PER00288,3,team_meeting,5.381,4.484,5.621,3.600,4.530,4.341
PER00288,4,ambiguous_conflict,3.731,3.518,4.180,2.101,4.584,3.787
PER00288,5,team_meeting,3.956,3.798,4.871,2.643,4.269,3.511
PER00288,6,deadline_pressure,3.900,3.952,4.817,2.720,3.983,6.396
PER00288,7,quiet_work,3.408,2.924,3.487,1.457,4.878,5.816
PER00288,8,quiet_work,3.226,3.313,3.753,1.776,4.156,5.203
PER00288,9,family_obligation,3.403,2.837,4.810,1.949,4.739,4.283
PER00288,10,social_event,4.621,3.567,5.450,2.777,3.595,2.296
PER00288,11,deadline_pressure,4.577,3.903,4.285,2.389,3.734,5.599
PER00288,12,quiet_work,4.497,3.848,3.416,1.878,4.660,5.519
PER00288,13,social_event,4.103,3.113,4.318,1.921,2.993,2.599
PER00288,14,social_event,3.899,3.918,3.845,2.152,4.584,3.987
PER00289,1,public_presentation,5.237,4.570,4.518,2.950,4.136,4.759
PER00289,2,quiet_work,3.955,3.754,4.135,2.217,4.130,5.387
PER00289,3,creative_exploration,4.067,4.206,4.315,2.593,4.609,3.466
PER00289,4,ambiguous_conflict,3.774,4.225,5.684,3.431,4.645,5.019
PER00289,5,creative_exploration,4.696,4.113,3.717,2.184,3.481,2.113
PER00289,6,deadline_pressure,5.565,4.595,4.273,2.805,4.259,5.091
PER00289,7,creative_exploration,4.555,4.653,2.567,1.707,3.737,1.702
PER00289,8,public_presentation,4.975,3.851,6.355,3.496,4.145,4.867
PER00289,9,family_obligation,3.949,3.603,4.097,2.109,3.334,4.317
PER00289,10,creative_exploration,3.673,4.433,2.715,1.719,3.535,2.664
PER00289,11,creative_exploration,5.638,4.264,4.200,2.558,2.937,1.747
PER00289,12,deadline_pressure,4.433,4.658,4.781,3.181,3.653,5.521
PER00289,13,family_obligation,4.499,4.329,4.638,2.868,4.798,5.124
PER00289,14,family_obligation,3.467,4.123,4.684,2.759,4.342,5.381
PER00290,1,quiet_work,3.952,4.392,3.979,2.496,4.779,6.246
PER00290,2,deadline_pressure,4.760,3.767,5.021,2.702,4.929,5.001
PER00290,3,social_event,4.810,3.449,4.707,2.319,4.543,4.137
PER00290,4,family_obligation,2.957,3.512,3.887,1.950,4.541,5.031
PER00290,5,public_presentation,4.816,3.184,5.994,2.726,4.960,5.004
PER00290,6,social_event,4.663,3.865,4.559,2.517,4.114,3.095
PER00290,7,ambiguous_conflict,4.332,3.907,4.886,2.727,4.408,3.253
PER00290,8,quiet_work,4.146,3.718,2.734,1.452,4.638,5.551
PER00290,9,quiet_work,3.840,4.102,3.639,2.133,5.647,6.954
PER00290,10,public_presentation,3.927,3.765,4.895,2.633,4.547,5.517
PER00290,11,quiet_work,5.135,4.045,4.320,2.496,5.061,6.020
PER00290,12,quiet_work,3.274,3.810,3.720,2.025,4.237,5.484
PER00290,13,ambiguous_conflict,3.595,3.260,3.607,1.680,5.269,4.202
PER00290,14,public_presentation,4.444,3.877,6.200,3.434,5.256,4.290
PER00291,1,public_presentation,4.334,3.502,6.057,3.031,3.778,4.233
PER00291,2,team_meeting,4.337,2.853,5.694,2.321,3.174,4.378
PER00291,3,family_obligation,3.399,2.408,4.768,1.640,2.641,4.635
PER00291,4,public_presentation,3.749,3.156,5.051,2.277,3.828,4.929
PER00291,5,quiet_work,2.620,2.765,4.244,1.677,3.624,6.823
PER00291,6,ambiguous_conflict,3.169,3.556,4.574,2.324,2.342,2.894
PER00291,7,social_event,4.111,3.415,3.760,1.834,2.731,2.508
PER00291,8,ambiguous_conflict,3.220,2.761,3.740,1.475,3.481,3.478
PER00291,9,deadline_pressure,3.409,2.989,3.736,1.595,3.223,6.071
PER00291,10,creative_exploration,2.710,3.083,2.474,1.090,2.218,2.642
PER00291,11,social_event,4.100,2.733,4.545,1.775,2.361,2.604
PER00291,12,deadline_pressure,3.457,2.850,5.463,2.225,2.635,5.492
PER00291,13,social_event,2.928,2.981,4.268,1.818,2.490,2.683
PER00291,14,public_presentation,4.175,2.708,5.968,2.309,3.163,5.054
PER00292,1,deadline_pressure,3.438,2.873,5.091,2.090,3.841,5.034
PER00292,2,team_meeting,3.345,3.085,4.403,1.941,2.851,3.835
PER00292,3,creative_exploration,3.183,2.514,3.490,1.253,2.561,2.797
PER00292,4,creative_exploration,2.456,2.292,3.745,1.226,2.377,3.188
PER00292,5,social_event,4.329,3.388,4.357,2.109,2.810,2.504
PER00292,6,ambiguous_conflict,2.482,3.065,3.830,1.677,2.315,2.872
PER00292,7,public_presentation,3.596,2.944,6.033,2.538,2.783,5.168
PER00292,8,quiet_work,3.532,2.505,4.643,1.661,3.246,6.042
PER00292,9,deadline_pressure,2.755,1.981,5.528,1.564,3.841,6.164
PER00292,10,creative_exploration,3.508,2.410,2.874,0.990,2.570,2.665
PER00292,11,ambiguous_conflict,3.191,2.058,3.225,0.948,3.409,4.157
PER00292,12,social_event,2.419,2.530,4.225,1.527,1.951,2.388
PER00292,13,team_meeting,2.880,2.695,2.949,1.135,2.197,3.837
PER00292,14,creative_exploration,3.164,2.758,3.421,1.348,2.757,2.430
PER00293,1,creative_exploration,4.102,3.323,3.611,1.714,3.524,1.926
PER00293,2,team_meeting,3.557,3.566,3.750,1.910,3.068,3.678
PER00293,3,family_obligation,3.489,3.262,5.408,2.520,3.283,4.092
PER00293,4,public_presentation,4.128,3.298,5.780,2.724,3.590,4.732
PER00293,5,ambiguous_conflict,4.086,3.574,3.942,2.013,3.931,2.858
PER00293,6,social_event,4.309,3.425,4.308,2.108,3.932,4.129
PER00293,7,social_event,4.419,3.385,4.179,2.021,3.737,3.388
PER00293,8,team_meeting,2.883,3.179,4.970,2.257,2.930,4.238
PER00293,9,public_presentation,4.127,3.309,5.540,2.619,3.811,4.966
PER00293,10,public_presentation,3.623,3.773,5.908,3.184,3.512,5.922
PER00293,11,social_event,3.432,3.414,4.461,2.176,2.768,2.711
PER00293,12,family_obligation,3.456,2.530,4.065,1.469,3.388,4.541
PER00293,13,quiet_work,4.376,3.364,4.645,2.232,4.629,5.988
PER00293,14,ambiguous_conflict,4.580,3.710,3.881,2.057,3.565,3.289
PER00294,1,creative_exploration,3.326,3.802,4.523,2.457,3.430,3.026
PER00294,2,quiet_work,3.238,3.571,2.902,1.480,4.244,5.770
PER00294,3,social_event,3.447,4.202,2.718,1.632,3.568,1.737
PER00294,4,family_obligation,2.849,3.300,3.316,1.564,2.698,4.386
PER00294,5,social_event,4.850,3.864,5.828,3.217,2.789,3.186
PER00294,6,deadline_pressure,4.384,4.478,3.209,2.053,4.356,6.088
PER00294,7,creative_exploration,2.776,3.515,1.013,0.509,3.677,2.366
PER00294,8,creative_exploration,4.319,3.557,3.640,1.850,3.695,3.317
PER00294,9,deadline_pressure,4.678,3.960,5.563,3.147,3.498,5.521
PER00294,10,deadline_pressure,4.128,3.615,5.076,2.621,4.201,5.366
PER00294,11,social_event,3.700,3.295,3.697,1.740,3.610,2.693
PER00294,12,quiet_work,3.807,4.399,3.342,2.100,3.751,5.126
PER00294,13,creative_exploration,3.105,3.070,3.032,1.330,3.867,3.099
PER00294,14,team_meeting,3.778,4.009,3.563,2.041,2.831,3.608
PER00295,1,team_meeting,4.230,3.390,4.261,2.063,3.925,3.770
PER00295,2,team_meeting,3.758,3.841,4.432,2.432,3.324,4.344
PER00295,3,social_event,3.820,4.185,4.526,2.706,2.378,2.503
PER00295,4,social_event,3.862,3.488,4.394,2.190,3.042,2.441
PER00295,5,deadline_pressure,4.537,4.015,4.709,2.701,4.107,4.693
PER00295,6,family_obligation,4.485,3.820,4.383,2.392,3.959,5.310
PER00295,7,creative_exploration,3.499,3.614,3.448,1.780,3.640,2.907
PER00295,8,quiet_work,4.084,3.665,3.937,2.061,3.033,3.759
PER00295,9,public_presentation,3.919,3.791,4.962,2.687,3.175,5.385
PER00295,10,deadline_pressure,4.683,3.488,5.098,2.540,3.390,5.454
PER00295,11,family_obligation,4.266,3.709,5.168,2.738,3.142,4.908
PER00295,12,ambiguous_conflict,4.095,4.955,3.683,2.607,2.742,2.489
PER00295,13,public_presentation,5.352,3.986,6.417,3.654,3.834,4.377
PER00295,14,ambiguous_conflict,3.177,3.896,3.004,1.672,3.201,3.599
