person_id,assessment_context,extraversion,agreeableness,conscientiousness,neuroticism,openness,extraversion_category,conscientiousness_category,neuroticism_category,profile_type,synthetic_cluster,nearest_threshold_distance,near_threshold_boundary,cluster_boundary_margin,near_cluster_boundary,dimensional_signal_strength,information_loss_index,well_being,collaboration_score,reflective_utility_score
TTD00681,measurement_critique_context,5.001,4.742,5.653,2.566,5.243,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.412,0,1.136,0,1.215,0.815,3.821,5.465,2.201
TTD00682,measurement_critique_context,4.781,5.354,5.423,3.157,4.256,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.074,1,0.374,1,0.932,1.796,3.622,4.501,1.999
TTD00683,measurement_critique_context,2.790,4.655,5.357,5.885,4.526,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.196,0,2.114,0,1.127,0.868,2.328,3.691,1.919
TTD00684,measurement_critique_context,3.352,4.376,4.969,5.799,4.422,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.046,1,1.327,0,0.843,1.522,2.794,3.647,2.424
TTD00685,measurement_critique_context,3.109,4.475,4.326,5.773,5.637,lower,moderate,higher,open_reflective_introverted_type,overcontrolled_sensitive_profile,0.004,1,0.089,1,1.020,1.723,2.339,3.446,1.000
TTD00686,measurement_critique_context,2.498,4.268,4.489,6.162,4.743,lower,higher,higher,mixed_dimensional_profile,overcontrolled_sensitive_profile,0.062,1,1.071,0,1.033,1.354,2.553,3.603,1.000
TTD00687,measurement_critique_context,3.138,5.011,5.750,6.003,5.203,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.532,0,1.670,0,1.366,0.738,3.126,3.888,1.590
TTD00688,measurement_critique_context,3.646,5.938,5.506,6.129,4.313,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.017,1,1.702,0,1.248,1.217,2.832,3.400,1.304
TTD00689,measurement_critique_context,2.990,3.473,5.435,5.123,4.879,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.197,0,0.718,0,0.995,0.963,3.097,3.214,1.429
TTD00690,measurement_critique_context,3.318,5.231,6.143,5.081,4.522,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.192,0,1.704,0,1.132,0.865,3.147,4.144,1.735
TTD00691,measurement_critique_context,2.122,5.840,5.208,5.799,4.310,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.020,1,1.649,0,1.407,1.139,2.812,3.823,1.241
TTD00692,measurement_critique_context,2.899,4.832,5.614,5.690,4.678,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.348,0,2.174,0,1.183,0.833,3.051,3.613,1.613
TTD00693,measurement_critique_context,2.680,4.456,5.254,6.558,3.925,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.126,1,1.859,0,1.133,1.284,2.403,3.196,1.878
TTD00694,measurement_critique_context,2.636,4.172,5.429,5.383,5.130,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.158,1,1.083,0,1.096,1.309,2.112,3.614,1.298
TTD00695,measurement_critique_context,3.462,5.082,5.252,5.490,4.839,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.208,0,1.500,0,1.040,0.928,3.071,4.138,2.155
TTD00696,measurement_critique_context,2.566,4.026,5.980,5.871,5.173,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.304,0,1.402,0,1.297,0.771,3.019,3.970,1.589
TTD00697,measurement_critique_context,2.251,4.483,5.454,5.692,4.369,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.039,1,1.878,0,1.149,1.274,3.053,3.119,1.773
TTD00698,measurement_critique_context,2.609,5.500,5.590,5.479,4.559,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.229,0,1.868,0,1.304,0.768,3.652,3.367,1.944
TTD00699,measurement_critique_context,3.258,5.280,5.100,4.528,4.583,lower,higher,higher,mixed_dimensional_profile,overcontrolled_sensitive_profile,0.198,0,0.788,0,0.847,1.098,3.397,3.534,1.095
TTD00700,measurement_critique_context,2.073,5.187,6.062,6.554,4.403,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.073,1,2.040,0,1.627,1.055,2.560,3.416,1.188
TTD00701,measurement_critique_context,3.094,5.194,5.534,5.620,5.496,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.576,0,1.161,0,1.350,0.745,2.947,5.527,1.000
TTD00702,measurement_critique_context,2.179,4.420,6.144,5.356,4.195,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.090,1,1.814,0,1.187,1.251,2.358,3.130,1.880
TTD00703,measurement_critique_context,2.397,3.808,5.271,5.522,5.327,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.138,1,0.646,0,1.183,1.253,2.491,3.090,1.922
TTD00704,measurement_critique_context,2.343,4.193,5.530,5.986,5.747,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.137,1,0.814,0,1.423,1.133,2.845,4.139,1.433
TTD00705,measurement_critique_context,5.988,3.808,2.154,4.862,4.619,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.138,1,1.656,0,1.102,1.305,1.736,3.464,1.535
TTD00706,measurement_critique_context,5.245,3.505,3.345,5.253,4.414,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.084,1,1.125,0,0.812,1.555,1.562,3.509,1.888
TTD00707,measurement_critique_context,5.269,3.211,2.992,4.728,3.317,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.353,0,1.106,0,0.895,1.049,1.554,3.431,1.489
TTD00708,measurement_critique_context,4.882,3.503,2.465,4.970,4.976,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.167,1,1.334,0,0.972,1.401,1.505,3.298,1.333
TTD00709,measurement_critique_context,5.920,2.791,3.144,4.926,3.826,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.156,1,1.626,0,1.017,1.365,1.738,3.566,1.225
TTD00710,measurement_critique_context,6.226,2.868,2.500,5.319,4.011,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.319,0,2.033,0,1.237,0.802,1.000,3.085,1.581
TTD00711,measurement_critique_context,5.422,3.476,1.941,5.596,4.354,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.024,1,1.906,0,1.191,1.249,1.000,2.826,2.111
TTD00712,measurement_critique_context,5.671,2.435,2.812,4.523,4.535,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.193,0,1.721,0,1.096,0.888,1.759,3.217,1.000
TTD00713,measurement_critique_context,5.746,3.484,3.023,3.260,3.606,higher,lower,lower,mixed_dimensional_profile,undercontrolled_low_regulation_profile,0.064,1,0.334,1,0.874,1.850,2.789,4.827,1.000
TTD00714,measurement_critique_context,5.517,2.725,1.862,4.628,3.701,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.031,1,1.872,0,1.172,1.260,1.000,3.397,1.000
TTD00715,measurement_critique_context,5.189,3.552,1.713,4.693,4.118,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.118,1,1.601,0,0.947,1.422,2.075,3.880,1.000
TTD00716,measurement_critique_context,4.173,2.345,3.163,5.387,4.878,moderate,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.157,1,0.890,0,0.986,1.390,1.531,2.930,2.268
TTD00717,measurement_critique_context,5.867,3.129,2.501,5.043,4.255,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.075,1,2.052,0,1.107,1.301,1.009,2.761,1.004
TTD00718,measurement_critique_context,4.953,3.674,1.849,5.223,4.363,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.004,1,1.580,0,1.003,1.376,1.000,3.726,1.939
TTD00719,measurement_critique_context,4.708,2.893,2.105,4.718,4.036,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.294,0,1.580,0,0.893,1.052,1.000,3.911,2.058
TTD00720,measurement_critique_context,5.364,3.745,1.631,4.453,3.780,higher,lower,higher,mixed_dimensional_profile,undercontrolled_low_regulation_profile,0.075,1,1.391,0,0.932,1.435,1.748,3.983,1.000
TTD00721,measurement_critique_context,5.067,3.442,1.922,5.927,3.391,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.228,0,1.574,0,1.248,0.797,1.000,2.319,1.409
TTD00722,measurement_critique_context,4.432,3.434,2.237,4.566,5.368,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.102,1,0.863,0,0.939,1.429,1.307,3.164,1.609
TTD00723,measurement_critique_context,5.526,2.995,2.047,6.146,3.439,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.231,0,1.839,0,1.438,0.706,1.000,3.302,1.800
TTD00724,measurement_critique_context,5.137,3.190,1.840,4.788,4.561,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.231,0,1.802,0,1.091,0.892,1.772,3.633,1.092
TTD00725,measurement_critique_context,5.851,3.331,2.526,5.017,3.406,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.264,0,1.653,0,1.121,0.872,1.173,3.552,1.773
TTD00726,measurement_critique_context,5.445,2.946,2.682,4.440,4.343,higher,lower,higher,mixed_dimensional_profile,undercontrolled_low_regulation_profile,0.013,1,1.729,0,0.920,1.446,2.008,3.655,1.905
TTD00727,measurement_critique_context,2.682,4.073,4.036,4.088,4.798,lower,moderate,moderate,mixed_dimensional_profile,open_reflective_introverted_profile,0.242,0,0.284,1,0.463,2.098,2.105,3.322,1.963
TTD00728,measurement_critique_context,2.900,3.903,4.804,2.705,6.614,lower,higher,lower,resilient_regulated_type,open_reflective_introverted_profile,0.233,0,1.299,0,1.182,0.834,2.751,3.443,2.209
TTD00729,measurement_critique_context,3.382,4.061,4.509,4.532,5.194,lower,higher,higher,mixed_dimensional_profile,open_reflective_introverted_profile,0.179,1,0.335,1,0.583,2.249,2.639,3.166,1.785
TTD00730,measurement_critique_context,2.252,3.420,3.559,4.027,6.269,lower,lower,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.111,1,1.662,0,1.013,1.368,2.434,2.842,1.280
TTD00731,measurement_critique_context,2.166,4.766,3.988,4.590,6.195,lower,moderate,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.260,0,1.593,0,1.079,0.900,2.206,3.345,1.441
TTD00732,measurement_critique_context,2.398,5.114,3.675,3.136,6.086,lower,moderate,lower,open_reflective_introverted_type,open_reflective_introverted_profile,0.005,1,1.582,0,1.198,1.245,4.060,4.248,1.826
TTD00733,measurement_critique_context,2.283,3.800,4.498,4.354,7.000,lower,higher,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.024,1,1.742,0,1.154,1.271,2.940,3.487,1.728
TTD00734,measurement_critique_context,2.929,4.762,4.889,5.125,5.789,lower,higher,higher,overcontrolled_sensitive_type,open_reflective_introverted_profile,0.432,0,0.106,1,1.127,1.228,1.948,3.876,2.106
TTD00735,measurement_critique_context,2.637,4.104,5.350,3.420,5.463,lower,higher,lower,open_reflective_introverted_type,open_reflective_introverted_profile,0.226,0,0.843,0,0.972,0.981,3.662,3.418,2.329
TTD00736,measurement_critique_context,2.768,4.653,3.463,2.824,4.832,lower,lower,lower,mixed_dimensional_profile,open_reflective_introverted_profile,0.207,0,0.109,1,0.886,1.418,2.497,4.305,1.823
TTD00737,measurement_critique_context,3.180,4.036,3.424,3.918,4.815,lower,lower,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.246,0,0.271,1,0.466,2.090,2.330,3.050,1.536
TTD00738,measurement_critique_context,1.934,5.325,5.226,3.570,4.935,lower,higher,lower,mixed_dimensional_profile,open_reflective_introverted_profile,0.100,1,0.205,1,1.196,1.606,4.449,4.597,1.000
TTD00739,measurement_critique_context,2.482,3.716,3.808,3.530,6.307,lower,moderate,lower,open_reflective_introverted_type,open_reflective_introverted_profile,0.046,1,1.721,0,0.954,1.416,2.852,3.643,1.602
TTD00740,measurement_critique_context,2.378,3.982,3.722,3.560,5.607,lower,moderate,lower,open_reflective_introverted_type,open_reflective_introverted_profile,0.052,1,1.307,0,0.793,1.577,1.951,3.562,1.039
TTD00741,measurement_critique_context,2.934,4.798,4.086,3.821,7.000,lower,moderate,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.151,1,2.043,0,1.026,1.359,3.429,3.578,1.188
TTD00742,measurement_critique_context,2.648,4.446,4.683,4.379,6.029,lower,higher,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.049,1,1.470,0,0.978,1.396,2.755,3.780,1.425
TTD00743,measurement_critique_context,1.571,5.034,3.691,4.460,6.559,lower,moderate,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.021,1,1.545,0,1.358,1.162,2.638,3.421,1.233
TTD00744,measurement_critique_context,2.330,3.967,4.082,4.030,6.206,lower,moderate,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.248,0,2.079,0,0.804,1.144,2.585,3.754,1.433
TTD00745,measurement_critique_context,2.905,4.550,4.472,4.001,6.747,lower,higher,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.142,1,1.933,0,0.973,1.400,3.101,4.211,1.867
TTD00746,measurement_critique_context,2.117,3.368,4.677,4.672,5.531,lower,higher,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.302,0,0.702,0,1.079,0.900,2.755,3.417,1.217
TTD00747,measurement_critique_context,3.343,3.848,3.693,4.782,5.784,lower,moderate,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.023,1,0.918,0,0.736,1.647,2.305,2.786,2.677
TTD00748,measurement_critique_context,2.621,4.836,4.776,4.307,6.056,lower,higher,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.023,1,1.255,0,1.071,1.326,2.608,3.919,2.185
TTD00749,measurement_critique_context,5.765,5.192,4.536,2.595,5.375,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.206,0,0.379,1,1.255,1.153,3.226,5.212,1.753
TTD00750,measurement_critique_context,5.663,5.314,5.008,3.723,4.515,higher,higher,moderate,social_collaborative_type,social_collaborative_profile,0.053,1,0.802,0,0.955,1.415,3.766,4.720,1.198
TTD00751,measurement_critique_context,5.477,6.740,4.175,2.988,4.503,higher,moderate,lower,social_collaborative_type,social_collaborative_profile,0.155,1,0.932,0,1.181,1.254,2.892,5.214,2.020
TTD00752,measurement_critique_context,5.474,4.774,4.902,2.833,5.066,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.444,0,0.049,1,1.077,1.262,2.887,5.433,1.313
TTD00753,measurement_critique_context,6.050,4.722,3.561,2.571,5.393,higher,lower,lower,mixed_dimensional_profile,social_collaborative_profile,0.109,1,0.648,0,1.207,1.240,2.287,4.387,1.201
TTD00754,measurement_critique_context,5.511,5.006,4.970,3.316,4.114,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.216,0,0.423,1,0.857,1.447,3.609,4.395,1.878
TTD00755,measurement_critique_context,5.196,5.080,3.626,2.435,4.544,higher,lower,lower,mixed_dimensional_profile,social_collaborative_profile,0.044,1,0.450,1,0.952,1.778,2.857,3.824,1.589
TTD00756,measurement_critique_context,5.994,5.367,4.399,1.764,4.629,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.069,1,0.238,1,1.325,1.537,4.588,4.445,1.900
TTD00757,measurement_critique_context,6.079,5.177,5.323,2.499,4.756,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.426,0,0.036,1,1.367,1.097,4.535,5.167,1.396
TTD00758,measurement_critique_context,5.305,5.816,4.906,2.462,5.105,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.576,0,0.045,1,1.334,1.113,3.658,4.765,1.919
TTD00759,measurement_critique_context,6.086,5.901,4.364,2.928,4.423,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.034,1,1.222,0,1.169,1.262,3.609,5.915,2.630
TTD00760,measurement_critique_context,5.825,5.390,4.377,2.641,6.114,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.047,1,0.359,1,1.413,1.497,3.186,5.521,1.567
TTD00761,measurement_critique_context,5.817,7.000,3.880,3.747,4.616,higher,moderate,moderate,social_collaborative_type,social_collaborative_profile,0.077,1,1.225,0,1.161,1.267,3.781,6.037,1.613
TTD00762,measurement_critique_context,6.378,5.929,5.774,2.760,5.115,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.785,0,0.197,1,1.687,0.975,3.900,5.517,1.000
TTD00763,measurement_critique_context,5.846,5.801,3.880,3.001,5.641,higher,moderate,lower,social_collaborative_type,social_collaborative_profile,0.210,0,0.945,0,1.281,0.779,3.519,4.600,1.525
TTD00764,measurement_critique_context,5.485,5.862,5.736,2.695,5.062,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.732,0,0.452,1,1.490,1.045,4.172,6.188,1.522
TTD00765,measurement_critique_context,4.580,5.337,5.195,3.160,4.232,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.098,1,0.311,1,0.837,1.888,3.330,5.436,1.993
TTD00766,measurement_critique_context,5.964,5.816,4.219,3.008,4.599,higher,moderate,lower,social_collaborative_type,social_collaborative_profile,0.111,1,1.286,0,1.118,1.294,3.333,5.731,1.937
TTD00767,measurement_critique_context,5.329,5.503,4.324,3.148,4.455,higher,moderate,lower,social_collaborative_type,social_collaborative_profile,0.006,1,0.855,0,0.893,1.472,2.941,3.352,2.332
TTD00768,measurement_critique_context,5.965,5.657,4.716,3.296,5.384,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.374,0,1.003,0,1.285,0.777,3.564,5.415,1.320
TTD00769,measurement_critique_context,4.923,5.298,5.057,2.998,5.247,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.593,0,0.357,1,1.105,1.242,4.094,3.584,1.316
TTD00770,measurement_critique_context,5.891,5.291,5.134,2.859,5.526,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.804,0,0.187,1,1.397,1.084,3.402,5.381,1.719
TTD00771,measurement_critique_context,3.975,3.750,3.761,3.704,4.254,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.034,1,1.595,0,0.213,3.246,2.195,3.702,1.563
TTD00772,measurement_critique_context,3.615,3.966,3.856,3.966,3.727,lower,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.055,1,1.890,0,0.174,3.554,3.068,3.690,2.159
TTD00773,measurement_critique_context,3.926,3.481,3.261,4.277,4.689,moderate,lower,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.053,1,0.475,1,0.460,2.526,2.321,3.545,2.020
TTD00774,measurement_critique_context,4.257,3.768,4.028,3.891,4.415,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.073,1,1.489,0,0.208,3.281,2.627,4.395,1.945
TTD00775,measurement_critique_context,4.219,4.158,4.317,4.528,3.436,moderate,moderate,higher,mixed_dimensional_profile,mixed_boundary_profile,0.013,1,1.450,0,0.357,2.493,2.049,4.180,1.792
TTD00776,measurement_critique_context,4.413,4.749,3.815,3.585,3.645,higher,moderate,lower,mixed_dimensional_profile,mixed_boundary_profile,0.025,1,1.225,0,0.424,2.269,2.769,2.981,1.423
TTD00777,measurement_critique_context,4.514,4.366,4.095,4.127,4.392,higher,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.036,1,1.397,0,0.299,2.744,2.150,4.910,1.131
TTD00778,measurement_critique_context,4.291,3.691,4.615,4.018,3.866,moderate,higher,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.021,1,1.635,0,0.273,2.873,2.409,3.926,2.074
TTD00779,measurement_critique_context,3.262,3.882,3.755,3.676,3.940,lower,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.006,1,1.450,0,0.297,2.752,2.354,3.094,2.643
TTD00780,measurement_critique_context,3.438,4.101,4.229,3.636,3.094,lower,moderate,lower,mixed_dimensional_profile,mixed_boundary_profile,0.034,1,1.676,0,0.432,2.243,2.570,3.628,1.853
TTD00781,measurement_critique_context,4.035,3.892,3.669,3.954,4.075,moderate,lower,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.001,1,1.597,0,0.119,4.123,2.202,4.241,2.018
TTD00782,measurement_critique_context,4.140,3.403,4.558,3.766,3.253,moderate,higher,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.096,1,1.477,0,0.455,2.178,2.075,3.342,1.645
TTD00783,measurement_critique_context,3.522,3.996,4.191,4.199,3.744,lower,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.074,1,1.640,0,0.226,3.158,1.529,2.664,1.689
TTD00784,measurement_critique_context,3.497,3.865,3.916,4.366,4.109,lower,moderate,higher,mixed_dimensional_profile,mixed_boundary_profile,0.036,1,1.495,0,0.239,3.069,1.851,3.947,1.852
TTD00785,measurement_critique_context,4.203,3.629,3.523,3.765,3.872,moderate,lower,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.041,1,1.138,0,0.283,2.823,2.330,2.981,1.998
TTD00786,measurement_critique_context,3.502,4.093,4.084,3.655,3.935,lower,moderate,lower,mixed_dimensional_profile,mixed_boundary_profile,0.015,1,1.683,0,0.217,3.218,2.265,2.755,1.795
TTD00787,measurement_critique_context,4.086,4.200,4.201,4.178,3.754,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.084,1,1.905,0,0.182,3.484,2.436,3.909,1.717
TTD00788,measurement_critique_context,3.977,4.426,4.118,3.636,4.251,moderate,moderate,lower,mixed_dimensional_profile,mixed_boundary_profile,0.034,1,1.613,0,0.236,3.088,2.031,4.288,1.638
TTD00789,measurement_critique_context,4.050,4.895,4.079,3.434,3.390,moderate,moderate,lower,mixed_dimensional_profile,mixed_boundary_profile,0.236,0,1.252,0,0.440,1.800,3.408,3.940,1.639
TTD00790,measurement_critique_context,3.849,3.912,3.744,4.417,4.124,moderate,moderate,higher,mixed_dimensional_profile,mixed_boundary_profile,0.074,1,1.418,0,0.207,3.287,2.120,3.445,1.973
TTD00791,measurement_critique_context,3.919,4.382,4.188,4.620,3.215,moderate,moderate,higher,mixed_dimensional_profile,mixed_boundary_profile,0.052,1,1.274,0,0.411,2.307,2.788,4.376,1.242
TTD00792,measurement_critique_context,4.129,4.043,3.972,3.898,4.183,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.147,1,1.906,0,0.097,4.413,2.434,4.505,1.440
