respondent_id,extraversion_score,agreeableness_score,conscientiousness_score,neuroticism_score,openness_score,sociability_score,assertiveness_score,compassion_score,politeness_score,orderliness_score,industriousness_score,anxiety_score,volatility_score,aesthetics_score,intellect_score,outcome_score,broad_life_functioning,relationship_functioning,creative_engagement,emotional_distress,facet_profile_dispersion,hierarchy_consistency_index,bandwidth_fidelity_gap,domain_facet_alignment
FFM00674,2.742,4.007,4.573,3.303,3.198,2.849,3.852,4.260,4.143,4.104,5.046,3.433,2.536,3.935,4.388,3.535,3.935,4.088,4.802,3.702,0.682,5.774,2.889,5.877
FFM00675,3.032,4.986,4.625,2.667,3.634,4.458,4.217,5.540,5.217,3.506,3.579,2.989,3.173,3.306,3.249,3.245,3.158,4.513,4.255,3.170,0.176,6.022,2.111,5.650
FFM00676,3.866,2.766,3.789,2.372,4.209,5.017,3.739,3.252,2.778,4.066,3.010,2.044,3.134,4.857,3.498,2.764,3.171,3.582,4.964,2.764,1.052,5.698,2.459,6.575
FFM00677,3.165,5.304,3.796,3.263,4.117,2.489,3.489,4.784,4.933,3.720,4.535,3.520,4.394,3.543,4.293,4.172,3.639,4.551,4.681,4.501,0.718,6.101,2.118,6.449
FFM00678,3.511,3.130,3.580,3.022,3.275,3.368,4.431,3.809,3.294,4.279,4.016,3.356,2.804,2.881,3.449,3.714,3.905,3.494,3.805,3.627,0.592,6.050,1.143,6.387
FFM00679,2.572,3.389,3.174,4.425,5.481,3.684,3.395,3.390,3.874,2.978,3.294,4.131,3.159,4.058,4.274,2.675,2.121,3.255,5.623,4.449,0.455,5.223,2.022,5.838
FFM00680,4.430,2.626,4.978,4.711,3.867,4.946,2.485,2.587,3.100,5.680,5.901,3.878,4.484,3.464,4.264,5.014,3.438,4.014,5.103,4.420,0.920,5.691,1.903,6.144
FFM00681,4.243,3.042,5.711,4.267,6.213,4.281,4.505,3.217,2.739,5.494,4.935,5.101,3.432,5.991,5.463,4.443,3.696,4.632,5.755,4.636,0.692,6.408,2.610,6.906
FFM00682,4.703,4.239,4.525,3.543,4.026,5.675,3.811,4.615,3.626,3.447,4.312,2.644,3.876,4.006,4.066,3.682,4.344,3.612,4.526,2.933,1.002,6.574,2.569,6.628
FFM00683,5.499,3.822,4.464,3.643,4.853,4.271,5.189,4.540,4.278,4.060,4.229,4.405,3.255,5.344,5.114,3.940,5.630,4.423,6.709,3.932,0.546,6.083,2.999,6.057
FFM00684,3.003,2.682,4.138,3.951,4.261,2.947,4.137,2.360,2.941,3.718,4.497,4.467,4.221,5.014,4.233,4.387,3.660,3.559,5.206,4.372,0.716,5.339,1.899,6.103
FFM00685,4.678,3.139,2.910,4.240,2.574,4.715,3.712,3.313,4.106,4.115,3.295,4.381,3.110,3.586,2.406,2.593,2.977,4.312,3.856,4.669,1.014,4.955,1.986,5.770
FFM00686,3.974,3.966,4.261,3.616,3.446,4.364,3.545,4.361,3.505,4.183,3.959,4.290,2.907,3.388,3.850,2.963,3.315,3.638,4.886,4.242,0.749,6.504,3.139,6.654
FFM00687,4.823,2.548,4.239,5.824,5.315,3.461,3.832,3.195,1.000,4.973,4.512,5.657,5.387,4.926,4.758,3.815,2.231,2.288,4.915,6.032,0.693,5.684,2.146,6.058
FFM00688,5.424,4.382,1.745,4.816,5.647,5.405,3.994,4.292,4.449,2.124,2.505,4.246,4.912,5.815,5.164,1.956,3.560,5.307,6.150,5.012,0.653,5.683,1.511,5.934
FFM00689,3.608,3.981,4.361,3.308,4.020,3.739,4.454,3.945,4.872,5.586,4.697,3.356,3.571,3.099,4.262,4.563,2.725,4.290,3.995,4.114,0.782,6.215,1.570,6.073
FFM00690,5.566,3.111,3.414,4.569,3.013,5.164,3.997,3.515,3.003,3.668,2.783,4.939,4.596,2.474,4.035,3.409,3.792,3.952,4.910,5.108,0.894,5.761,2.441,6.094
FFM00691,2.407,4.704,4.142,1.710,4.209,3.260,2.983,4.289,4.470,4.177,4.739,3.869,2.671,2.062,3.818,3.926,4.632,4.097,3.991,3.753,0.795,5.587,1.461,5.518
FFM00692,3.978,5.008,4.194,2.897,4.950,4.533,3.359,4.551,4.248,4.245,4.348,3.576,2.781,4.649,4.013,3.884,3.980,4.623,4.963,3.384,0.602,5.956,1.250,6.360
FFM00693,4.269,3.888,5.171,3.469,4.222,3.967,3.636,4.129,2.043,4.826,5.224,5.052,3.409,3.439,4.224,4.191,5.076,4.871,3.838,4.773,1.049,5.872,2.917,5.779
FFM00694,5.300,5.774,4.008,3.883,5.351,5.322,3.789,5.504,4.840,4.545,4.112,3.135,2.677,4.633,5.029,3.899,3.973,5.730,6.349,3.554,0.697,5.509,2.069,5.570
FFM00695,4.091,5.368,4.449,2.080,4.972,3.760,4.115,4.805,5.061,4.754,4.175,2.460,3.256,3.942,3.469,3.767,4.393,5.305,5.732,2.917,0.492,6.105,2.223,5.924
FFM00696,4.088,4.546,4.354,3.389,4.369,3.801,3.656,4.093,4.394,4.724,4.398,3.581,3.175,4.081,4.804,4.273,4.726,5.372,5.404,4.098,0.380,6.853,1.884,6.799
FFM00697,3.589,4.995,3.596,3.657,4.067,4.953,4.403,4.545,5.373,3.714,3.814,4.610,4.275,4.824,4.175,3.594,3.823,3.846,4.822,4.592,0.492,5.811,1.765,5.903
FFM00698,4.016,4.182,4.774,3.727,5.519,3.660,4.395,3.510,4.465,3.795,3.944,4.171,3.484,5.299,4.128,3.872,3.834,4.053,5.845,3.652,0.740,6.083,2.414,6.280
FFM00699,5.364,3.556,3.298,3.246,2.919,5.537,4.166,4.111,3.789,3.357,3.529,4.747,3.837,3.299,3.808,3.416,3.774,3.977,4.927,5.383,0.657,6.122,2.440,6.120
FFM00700,5.513,4.699,4.168,3.679,4.343,5.038,4.410,4.763,4.315,3.465,4.265,3.887,1.882,4.144,4.656,3.950,3.598,4.182,5.243,2.995,0.879,5.947,1.683,6.310
FFM00701,5.011,4.259,5.815,2.958,4.601,3.857,4.052,4.521,4.491,5.459,4.767,3.934,3.932,4.226,4.687,4.533,4.911,4.814,5.216,4.181,0.276,5.942,2.512,5.588
FFM00702,3.623,3.604,2.887,4.087,7.000,3.551,3.973,4.216,2.954,3.322,3.582,5.688,4.231,6.491,6.254,3.302,3.568,3.041,7.000,4.367,0.728,5.863,1.793,6.199
FFM00703,4.493,4.199,2.835,3.246,5.064,2.978,4.074,2.967,4.342,4.266,3.170,3.820,4.491,5.210,5.224,2.806,4.951,4.352,5.378,3.684,0.850,5.878,1.342,5.734
FFM00704,3.256,2.523,2.580,2.631,4.287,2.529,2.863,3.654,3.438,2.188,2.166,3.396,3.568,4.201,4.519,2.213,2.435,4.110,4.368,3.420,0.212,5.461,1.288,5.865
FFM00705,5.156,3.790,4.175,2.722,3.932,4.709,3.915,3.493,3.990,4.307,4.082,2.887,3.681,2.974,4.908,3.980,3.340,4.071,5.409,2.341,0.849,5.872,2.499,6.313
FFM00706,2.844,3.570,3.594,1.660,5.774,2.586,2.261,4.681,4.315,4.012,3.269,2.626,2.079,5.450,5.031,3.420,4.492,3.412,6.167,2.076,0.480,5.615,0.884,5.713
FFM00707,4.349,2.856,5.259,3.962,3.394,4.792,3.588,3.436,2.771,4.084,4.847,3.881,3.793,3.623,4.034,3.764,3.435,4.829,4.140,4.749,0.626,6.210,3.191,6.253
FFM00708,3.504,3.771,3.582,4.163,3.964,4.152,2.666,3.177,3.424,3.598,3.186,4.194,3.804,3.946,3.526,2.554,2.745,4.031,3.114,4.587,0.591,6.195,2.857,6.583
FFM00709,4.338,4.007,3.253,4.118,3.394,4.923,4.549,4.078,4.287,4.049,3.383,4.198,4.853,2.892,2.910,3.128,2.658,4.201,5.171,4.533,0.384,5.668,2.315,5.957
FFM00710,4.370,4.049,3.835,2.794,5.124,3.777,3.763,3.041,4.668,4.569,3.776,3.125,3.163,4.670,4.134,4.257,4.794,4.366,5.540,3.454,0.601,5.584,2.228,6.161
FFM00711,4.404,5.004,4.931,3.508,3.951,4.081,5.397,5.078,4.805,5.577,4.167,4.749,3.024,4.695,3.343,4.421,3.465,5.564,4.013,3.980,1.215,6.344,2.386,6.449
FFM00712,4.037,2.484,2.384,1.805,3.910,4.255,3.748,2.439,3.195,1.981,2.613,2.415,2.016,3.520,3.486,2.563,3.660,5.117,4.712,2.855,0.465,6.085,1.281,6.488
FFM00713,5.066,4.240,3.152,3.118,5.753,4.441,4.184,4.689,4.207,2.979,3.663,3.605,3.753,5.374,4.750,3.976,3.872,4.472,5.705,3.868,0.439,5.618,1.945,5.854
FFM00714,4.176,4.897,4.004,3.152,4.475,4.442,3.915,4.065,4.387,4.360,3.312,3.669,2.986,4.786,3.819,4.246,3.223,4.548,4.426,3.167,0.709,5.899,1.843,6.489
FFM00715,5.400,3.198,4.533,3.908,5.591,5.113,4.340,2.606,4.019,4.708,3.534,3.610,4.337,4.435,4.441,4.220,3.392,3.221,6.262,4.736,0.818,5.492,1.807,5.619
FFM00716,4.835,2.305,4.427,3.751,5.640,5.612,4.129,3.366,2.052,5.121,3.393,3.749,4.314,3.610,5.698,3.393,3.941,4.200,5.859,4.506,1.436,5.854,2.105,5.939
FFM00717,3.070,3.449,2.569,5.199,4.119,3.094,2.889,2.806,2.868,3.439,2.654,4.742,4.540,4.323,3.281,2.337,2.129,3.827,5.622,4.398,0.460,5.606,2.003,6.418
FFM00718,3.714,4.820,4.599,2.580,3.727,3.737,4.300,5.076,4.387,3.756,3.709,2.606,2.994,4.438,4.742,3.123,4.417,4.485,5.246,2.928,0.398,5.640,2.914,6.185
FFM00719,4.487,3.818,4.263,4.193,4.463,4.354,4.238,3.455,3.172,4.167,4.187,4.400,5.106,4.441,4.230,3.007,4.139,3.025,5.787,4.580,0.267,5.946,2.642,6.328
FFM00720,3.271,4.338,2.957,3.460,3.631,3.318,3.526,3.088,4.296,3.068,3.600,4.521,3.073,3.868,3.391,4.116,3.640,3.516,4.663,3.916,0.775,6.141,2.836,6.107
FFM00721,3.751,3.125,5.068,4.785,3.682,4.247,4.194,3.906,3.318,4.185,4.763,5.731,5.046,3.173,3.308,4.693,3.407,3.861,4.855,5.711,0.408,6.323,2.218,6.320
FFM00722,3.651,2.497,4.734,1.827,4.383,3.275,3.613,2.721,3.407,4.221,4.814,3.411,2.464,4.047,4.023,4.464,3.770,3.284,5.628,3.761,0.518,5.701,2.006,5.873
FFM00723,2.668,5.813,4.995,3.238,3.777,3.070,3.428,4.680,5.954,4.004,5.271,2.846,3.637,3.143,2.586,5.084,4.545,5.340,4.479,2.820,0.850,6.523,1.569,5.984
FFM00724,5.174,4.618,3.026,4.552,4.616,4.799,4.142,5.278,4.251,3.582,2.706,3.850,3.730,4.732,3.302,2.169,3.038,5.272,5.067,4.659,0.822,6.008,2.303,5.681
FFM00725,4.302,3.829,2.510,3.025,4.835,3.872,4.298,3.218,4.240,2.561,4.086,3.191,3.697,4.097,4.394,2.935,3.564,3.464,5.048,3.316,0.755,5.837,1.693,6.022
FFM00726,3.075,4.481,5.707,4.253,5.026,2.968,1.259,3.455,3.223,5.524,5.211,5.129,2.679,4.481,6.045,3.990,3.982,3.827,5.773,4.577,1.253,5.242,3.409,5.251
FFM00727,4.652,3.999,3.363,4.451,4.256,4.179,3.572,3.789,3.539,3.151,3.393,3.890,3.236,2.900,4.192,3.491,3.131,4.053,4.522,4.191,0.609,5.263,1.715,5.800
FFM00728,3.482,5.705,3.987,3.594,4.667,2.813,5.008,4.835,4.441,3.837,4.472,3.748,4.401,5.345,3.670,3.831,4.367,4.388,5.081,3.928,1.110,6.337,1.307,6.049
FFM00729,3.932,4.235,6.012,4.797,4.721,3.787,4.119,5.302,4.039,5.015,5.399,4.714,4.497,4.338,4.253,4.514,3.879,5.260,4.424,4.019,0.456,6.050,3.053,6.194
FFM00730,3.715,4.352,4.034,4.570,4.881,3.665,3.017,3.735,4.106,3.706,5.165,5.274,3.746,3.912,4.631,3.975,3.938,3.749,4.846,3.955,0.945,6.342,1.304,6.417
FFM00731,4.167,2.887,3.715,4.047,4.115,5.066,4.598,3.959,3.809,3.965,3.864,3.899,4.149,2.969,2.573,3.048,3.474,4.105,3.914,5.105,0.273,5.082,1.926,5.572
FFM00732,4.507,4.243,6.266,3.029,5.244,5.049,4.795,3.955,5.033,5.204,5.958,3.499,3.070,4.659,3.921,5.378,4.631,4.448,5.804,3.713,0.651,6.652,2.481,6.028
FFM00733,4.453,4.809,3.370,4.076,4.010,3.837,3.197,4.682,4.679,3.105,2.684,4.058,4.434,3.865,5.389,3.154,3.939,5.155,5.119,4.374,0.593,5.637,2.001,6.096
FFM00734,3.196,3.452,3.336,3.428,5.962,3.084,3.944,4.220,3.312,3.520,4.229,4.140,3.530,5.441,4.628,3.087,1.738,3.603,6.426,3.397,0.780,5.716,1.817,5.847
FFM00735,3.371,4.803,6.053,2.673,4.102,4.098,3.817,3.807,4.634,5.010,6.034,4.003,1.734,4.145,4.968,5.694,4.657,4.109,5.523,2.855,1.045,6.337,2.539,6.059
FFM00736,4.587,4.060,5.790,4.212,4.845,4.489,4.633,4.182,4.496,5.382,4.692,3.053,4.574,4.724,4.490,3.719,4.325,4.301,5.231,4.261,0.580,6.519,3.138,6.256
FFM00737,4.094,4.604,5.141,5.628,5.300,4.350,3.985,3.575,4.187,4.346,4.741,4.580,4.673,6.217,4.791,3.749,3.894,4.405,6.981,5.262,0.579,5.777,2.848,6.014
FFM00738,4.410,4.200,4.683,4.027,2.734,3.969,4.735,4.648,4.202,4.672,4.513,4.363,3.389,3.293,4.035,3.778,3.336,3.661,4.029,3.692,0.618,6.755,2.776,6.786
FFM00739,6.122,5.471,2.260,4.490,2.445,5.677,5.236,4.093,4.467,1.879,2.841,3.911,4.151,3.862,2.179,1.986,4.023,3.846,3.593,4.823,0.740,5.939,1.637,5.685
FFM00740,3.902,3.488,6.322,4.809,1.666,4.350,3.677,3.682,3.952,5.618,5.811,4.188,4.951,3.328,2.298,4.580,2.719,4.989,3.277,4.411,0.586,5.991,3.627,5.817
FFM00741,4.143,3.274,4.515,5.146,4.168,3.769,5.686,3.583,3.447,3.651,3.813,3.711,4.733,4.239,4.347,2.400,3.761,3.658,4.749,5.078,0.669,6.278,3.376,6.055
FFM00742,4.699,4.114,3.970,5.025,4.188,2.886,4.720,3.208,3.444,3.187,4.808,5.037,3.958,3.467,3.597,4.018,3.691,4.506,4.882,5.479,0.980,5.625,1.582,5.436
FFM00743,4.516,4.367,5.941,2.005,5.059,4.265,5.595,5.031,4.737,5.127,5.085,3.357,2.508,4.081,5.552,4.299,5.619,4.399,5.323,3.905,0.797,5.711,3.231,5.614
FFM00744,4.381,4.459,3.320,3.056,5.091,4.829,4.397,4.599,4.380,3.502,2.865,3.365,4.115,4.759,3.758,2.950,3.187,6.017,4.548,4.075,0.608,6.050,1.803,6.172
FFM00745,3.882,3.312,4.635,4.459,4.785,4.206,4.329,3.734,2.640,5.236,4.924,4.791,3.907,3.059,5.178,3.875,3.548,4.111,6.340,4.571,0.907,6.117,2.484,6.106
FFM00746,5.093,4.743,3.668,3.111,3.995,4.214,4.973,5.032,3.867,3.692,3.190,3.808,2.899,4.386,3.430,3.034,3.927,5.457,4.794,3.947,0.858,6.090,1.889,6.465
FFM00747,3.366,5.264,5.620,3.678,4.781,3.730,2.952,4.484,5.088,5.489,5.781,3.449,2.769,4.068,4.070,4.358,3.543,3.802,4.816,4.014,0.471,6.007,1.993,6.289
FFM00748,3.395,4.677,3.586,3.840,5.965,2.483,4.272,4.727,5.503,3.668,4.555,4.390,3.808,4.682,5.764,3.191,3.867,4.242,6.590,4.325,1.023,5.722,1.896,6.161
FFM00749,4.026,4.584,4.979,2.386,3.427,5.080,3.525,3.945,4.154,4.391,4.298,3.442,3.915,3.269,4.125,3.904,4.287,4.047,4.144,3.267,0.637,5.686,2.615,5.705
FFM00750,3.723,4.194,5.641,3.865,3.123,3.930,2.773,3.636,3.957,5.357,5.602,4.559,3.555,3.522,3.236,4.507,3.454,5.077,4.125,4.686,0.602,6.332,2.762,6.136
FFM00751,1.672,4.463,5.255,5.338,5.151,2.368,2.536,3.897,4.606,5.667,5.582,5.369,4.484,4.737,5.137,5.005,3.299,4.102,5.643,5.491,0.450,5.889,1.595,6.042
FFM00752,4.713,3.761,4.359,4.063,3.949,5.346,4.664,3.289,3.378,3.406,4.985,4.081,4.034,4.044,3.800,3.551,3.789,4.742,4.738,4.460,0.528,6.679,2.209,6.802
FFM00753,4.318,6.101,2.348,5.536,4.606,3.540,4.954,5.714,4.356,2.786,2.694,5.050,4.133,4.314,4.770,2.781,4.256,4.753,5.629,6.145,0.848,6.478,2.280,6.197
FFM00754,3.366,3.868,5.314,3.913,4.280,4.188,4.178,3.111,2.893,5.253,4.388,3.585,3.828,4.470,5.356,4.326,3.812,3.732,4.615,3.611,0.445,5.880,1.536,5.328
FFM00755,1.884,4.864,2.896,2.863,4.012,2.392,2.418,3.819,5.760,3.326,3.500,3.518,4.944,2.386,5.078,4.309,3.040,3.485,4.452,3.734,1.252,5.601,2.712,6.206
FFM00756,3.556,2.686,4.189,4.536,3.548,3.245,3.268,2.158,2.266,3.490,4.402,5.310,3.813,3.106,4.111,3.672,3.429,2.773,4.136,4.136,0.709,5.766,1.879,6.646
FFM00757,4.831,2.874,3.572,4.175,2.954,4.786,4.059,3.223,3.134,3.744,3.279,4.921,4.082,4.125,2.918,3.761,3.760,3.707,4.723,4.990,0.665,5.473,2.094,6.159
FFM00758,4.891,1.593,1.744,4.924,4.909,4.600,5.065,2.183,1.445,3.238,2.234,4.800,6.226,2.554,4.503,1.537,2.379,3.815,5.243,5.617,1.116,5.165,1.864,5.381
FFM00759,3.037,3.075,5.595,2.695,5.765,3.363,4.773,3.702,2.745,5.669,5.443,3.902,3.415,4.928,4.927,4.745,4.866,3.657,5.332,2.997,0.616,5.562,1.896,5.846
FFM00760,3.759,3.816,4.035,4.313,4.012,3.106,3.152,4.226,4.265,4.197,4.121,3.387,5.007,2.945,2.407,2.455,3.763,3.491,4.173,4.647,0.464,5.737,2.709,5.711
FFM00761,2.035,2.575,5.078,5.845,5.483,1.497,2.684,2.704,3.171,4.171,4.803,4.666,3.904,4.973,4.393,4.650,1.677,3.036,5.203,6.173,0.725,4.948,1.749,5.558
FFM00762,3.876,4.629,4.836,3.211,2.968,4.612,2.342,4.545,3.898,4.265,5.677,4.361,3.538,4.081,3.087,3.763,4.410,4.073,4.319,5.280,1.229,6.079,3.237,5.740
FFM00763,5.197,3.187,4.817,5.093,5.995,4.775,4.718,3.260,2.509,4.048,5.959,4.473,3.420,5.383,5.602,4.649,3.955,3.870,5.684,4.975,0.798,5.983,1.078,5.818
FFM00764,3.730,3.663,3.805,5.536,4.871,4.330,2.840,4.377,3.752,4.179,4.586,4.222,4.930,3.868,5.565,4.542,2.828,3.903,5.199,4.992,0.985,6.057,2.713,6.089
FFM00765,4.485,6.287,4.256,2.515,4.778,3.930,4.632,5.783,5.165,4.278,4.907,3.366,3.558,5.211,3.999,4.357,4.098,4.717,5.892,4.224,0.671,5.839,2.190,5.898
FFM00766,3.528,3.665,3.737,3.772,4.324,3.587,4.547,3.896,3.432,3.792,3.464,4.052,3.916,5.056,3.319,3.553,2.680,3.925,5.192,5.108,0.725,6.171,2.001,6.454
FFM00767,5.039,4.712,4.426,4.727,3.329,4.488,4.646,4.144,4.010,3.863,3.630,4.559,4.597,3.240,4.371,4.145,3.789,4.242,4.695,5.145,0.339,5.784,2.335,5.684
FFM00768,4.172,2.760,3.312,5.434,2.881,4.110,4.577,3.083,3.994,3.045,4.003,5.599,5.063,3.183,3.628,1.855,2.733,4.392,4.770,5.697,0.663,5.764,3.468,6.050
FFM00769,3.691,4.357,6.536,4.468,3.811,2.970,5.072,4.645,2.839,5.582,5.306,4.617,4.828,4.164,3.206,4.436,4.763,4.335,5.467,5.059,1.071,6.246,4.720,6.237
FFM00770,5.843,3.471,4.673,4.052,2.784,5.180,4.943,3.385,3.649,2.793,4.464,3.937,4.068,2.187,4.125,3.281,3.773,4.386,4.492,4.887,0.848,5.136,3.606,6.057
FFM00771,5.242,4.202,4.873,5.378,4.652,5.356,4.017,3.950,4.321,3.916,5.486,3.836,5.199,5.127,4.790,4.750,3.202,4.591,5.121,5.393,0.996,5.898,1.881,6.159
FFM00772,4.474,4.637,1.923,3.370,2.408,4.012,4.194,4.698,4.514,2.537,2.527,3.345,4.026,2.075,3.297,2.623,2.878,5.134,2.958,3.459,0.456,5.245,2.093,6.093
FFM00773,3.836,3.739,3.566,2.987,5.071,4.319,4.464,2.952,4.553,4.466,3.975,2.720,3.974,4.265,6.012,3.750,3.242,3.456,5.366,3.557,1.048,6.271,1.582,6.392
FFM00774,4.666,4.797,3.693,5.064,4.569,5.992,4.283,4.307,3.057,3.233,4.776,5.165,4.570,3.038,4.649,3.040,3.115,4.950,3.962,4.225,1.342,5.675,2.212,5.892
FFM00775,1.994,3.535,3.836,5.944,4.196,2.299,2.424,3.528,3.894,2.855,3.355,5.831,5.086,3.917,4.347,3.081,2.177,2.996,4.589,5.871,0.433,6.427,1.314,6.846
FFM00776,3.863,5.367,5.786,2.962,3.813,4.720,3.360,4.834,5.444,5.045,4.883,2.582,2.770,4.473,4.528,4.981,4.896,4.799,5.128,3.480,0.475,6.243,2.691,6.126
FFM00777,3.760,4.650,4.081,3.581,3.315,3.097,3.744,4.187,3.791,4.521,4.330,3.255,3.484,3.187,3.215,3.303,3.566,3.883,4.004,2.657,0.298,5.987,2.461,6.298
FFM00778,2.154,3.111,2.273,2.891,4.387,2.793,2.774,2.824,3.088,3.216,3.502,2.942,2.522,4.024,4.550,3.981,3.252,3.656,5.066,2.650,0.303,5.521,3.032,6.240
FFM00779,2.588,4.732,4.511,3.853,6.226,2.592,3.609,4.727,3.778,4.825,5.582,3.906,3.073,5.397,5.528,4.082,2.821,4.224,6.657,4.055,0.737,5.792,1.879,6.027
FFM00780,4.027,5.413,4.632,2.688,4.082,3.784,3.899,5.182,5.843,4.312,4.400,2.813,3.523,3.906,3.240,3.649,4.614,5.302,5.341,3.676,0.448,6.286,2.757,6.361
FFM00781,4.773,4.388,4.443,2.597,4.563,4.636,4.167,4.442,5.051,4.922,4.718,3.897,2.757,4.972,4.286,3.679,3.423,4.240,5.047,3.603,0.622,6.023,2.138,5.980
FFM00782,1.966,2.912,3.526,4.688,3.416,3.380,3.366,3.864,3.024,3.652,3.677,5.350,3.968,3.106,2.658,3.257,2.932,3.777,3.787,4.911,0.542,5.704,1.761,5.982
FFM00783,2.862,4.227,3.980,2.206,4.847,3.043,4.260,4.319,4.451,3.942,4.953,3.389,2.839,3.926,4.072,3.505,4.481,4.462,4.431,3.594,0.611,5.652,2.170,5.576
FFM00784,5.137,3.369,4.395,5.117,3.859,4.632,4.515,4.118,4.044,4.733,4.269,5.027,5.737,2.626,3.691,3.709,4.024,3.433,4.376,5.244,0.486,6.202,2.052,6.362
FFM00785,4.284,2.589,4.857,2.858,6.049,3.752,4.545,2.954,2.792,4.028,4.803,3.420,3.399,4.003,5.201,4.029,4.502,3.289,6.473,3.600,0.590,5.757,2.193,5.908
FFM00786,3.205,4.273,6.307,4.268,6.303,3.833,3.297,3.774,2.829,4.281,5.685,4.080,4.335,4.736,5.296,4.489,3.378,3.957,6.285,4.569,0.740,5.413,2.950,5.265
FFM00787,4.115,4.374,4.180,2.106,4.121,3.854,3.726,4.369,3.116,4.254,3.715,3.140,4.068,4.627,4.405,3.109,4.255,4.012,4.903,2.576,0.614,5.572,2.186,5.767
FFM00788,4.152,4.395,2.748,3.094,4.248,3.182,4.351,4.735,3.481,2.845,3.458,4.050,3.092,3.741,4.187,2.969,3.620,4.491,4.872,3.819,0.888,6.070,1.320,6.182
FFM00789,4.648,4.402,2.701,1.381,5.254,3.508,5.833,3.900,2.926,3.263,3.965,3.021,1.429,4.842,4.840,3.706,3.644,4.720,5.487,3.082,1.119,5.665,2.513,5.542
FFM00790,3.031,4.676,3.206,3.693,2.382,4.517,3.678,3.951,4.173,3.782,3.023,4.352,4.768,2.329,2.162,4.037,2.209,3.654,3.283,3.615,0.481,5.235,2.326,5.757
FFM00791,5.375,3.903,4.192,1.967,4.103,5.491,3.982,4.283,2.708,3.245,4.392,3.470,2.429,4.430,4.185,3.079,3.837,4.863,5.529,2.734,1.103,5.462,3.199,5.736
FFM00792,4.913,5.179,4.016,3.643,5.071,4.561,4.027,5.425,4.411,3.438,4.177,2.765,4.150,4.078,5.013,4.110,4.254,4.878,5.088,3.522,0.921,6.070,1.120,6.400
FFM00793,3.166,4.373,1.939,4.670,1.933,3.245,5.746,4.245,4.401,2.782,1.547,4.178,5.239,3.050,1.516,1.781,3.157,4.136,3.731,4.741,1.297,6.055,2.297,5.978
FFM00794,3.959,4.146,3.750,2.662,6.221,3.251,4.641,3.785,3.561,3.846,3.539,3.699,3.408,4.530,5.155,3.447,4.432,3.741,5.882,3.146,0.567,5.578,1.632,5.558
FFM00795,3.568,5.373,3.829,4.748,2.443,4.224,4.293,4.739,4.650,2.926,4.044,3.665,4.959,3.036,3.318,3.324,3.448,4.941,4.023,5.054,0.570,5.550,2.441,6.090
FFM00796,2.792,3.936,4.170,3.202,2.802,3.732,2.685,4.245,4.100,4.882,4.320,3.865,2.461,3.443,3.740,4.294,3.737,3.686,3.025,2.724,0.691,5.641,0.937,6.348
FFM00797,3.639,3.431,5.166,3.818,4.923,4.457,3.873,4.395,3.139,4.396,3.558,4.338,3.763,4.473,4.644,3.342,3.840,4.507,5.871,3.659,0.685,6.003,2.911,5.755
FFM00798,2.974,4.313,4.245,3.487,2.900,3.062,4.286,4.691,4.302,4.559,3.508,3.382,2.905,3.264,2.381,2.957,3.862,3.887,4.029,3.283,0.805,5.929,3.089,6.223
FFM00799,3.976,3.487,4.469,2.702,5.206,3.605,4.044,4.022,2.761,3.883,4.932,3.395,1.287,4.468,5.568,3.692,4.474,4.980,5.651,3.088,1.191,5.830,2.361,6.203
FFM00800,3.016,4.086,3.598,1.897,3.890,2.641,3.422,3.821,4.321,3.458,4.560,3.099,2.798,4.023,3.285,3.366,4.038,4.121,5.112,1.736,0.684,5.303,2.171,6.065
FFM00801,3.177,5.850,5.477,4.595,5.403,3.994,4.401,5.062,5.095,5.135,5.078,4.325,4.966,4.165,4.912,4.174,4.323,4.167,6.136,4.920,0.377,5.560,2.580,5.847
FFM00802,4.348,4.212,4.478,4.597,4.183,3.858,3.841,3.339,2.991,3.840,4.159,4.796,3.541,3.689,4.577,3.442,4.086,4.758,4.675,5.220,0.565,5.708,2.174,6.013
FFM00803,3.476,4.299,4.472,2.503,3.878,2.991,3.519,5.258,5.375,4.100,4.048,2.797,2.260,4.879,3.038,3.439,4.250,4.574,4.906,2.873,0.615,6.476,2.711,6.546
FFM00804,2.285,2.270,4.769,2.687,5.010,2.917,2.980,2.779,1.735,4.892,4.245,3.336,3.287,3.663,4.258,3.307,3.116,3.550,4.641,3.648,0.479,5.888,2.523,5.764
FFM00805,3.974,3.747,5.511,4.933,5.224,4.162,4.173,4.289,3.619,5.626,5.749,5.466,5.110,4.308,4.383,4.723,4.118,3.676,5.568,5.225,0.247,5.673,1.912,6.249
FFM00806,4.917,2.614,5.161,5.309,3.647,4.092,4.432,2.973,2.717,5.275,5.255,5.447,5.707,3.433,4.274,4.796,2.589,2.858,4.677,6.389,0.343,5.902,1.800,5.996
FFM00807,4.375,4.855,4.811,2.185,4.336,4.529,3.921,4.522,5.294,4.922,5.039,3.010,1.870,4.070,4.622,3.225,5.217,5.869,5.389,2.684,0.637,6.218,3.667,6.664
FFM00808,3.456,4.860,5.111,4.232,4.322,3.379,3.897,4.762,5.164,5.668,5.173,5.116,4.172,4.780,5.108,5.198,3.468,4.225,5.274,4.525,0.537,6.128,1.391,6.370
