person_id,c1,c2,c3,c4,c5,c6,e1,e2,e3,e4,e5,e6,n1,n2,n3,n4,n5,n6,conscientiousness_score,extraversion_score,neuroticism_score,self_report_consistency_index,trait_observation_alignment
TRT00705,4.975,5.083,7.000,5.797,5.373,6.927,4.729,5.245,4.512,5.397,5.369,5.540,2.979,1.799,2.019,2.348,1.738,2.406,5.859,5.132,2.215,7.840,7.968
TRT00706,4.629,4.833,5.958,5.435,5.964,6.316,4.822,4.573,4.482,4.158,3.952,4.367,4.678,4.571,5.460,5.443,4.827,5.007,5.522,4.392,4.998,7.743,8.471
TRT00707,6.003,4.874,4.477,4.614,4.737,5.539,4.060,4.164,4.952,4.690,4.663,5.058,5.196,4.002,5.097,5.441,4.988,5.419,5.041,4.598,5.024,8.124,8.219
TRT00708,4.219,5.265,4.678,5.144,5.507,5.260,2.303,4.680,4.106,1.901,2.542,3.587,5.175,4.207,4.532,3.385,5.128,4.345,5.012,3.186,4.462,7.787,8.123
TRT00709,2.838,3.451,3.060,3.389,3.602,3.892,5.299,5.021,4.501,3.363,3.928,4.765,5.188,5.357,3.747,3.739,5.264,4.552,3.372,4.480,4.641,7.549,7.616
TRT00710,4.563,4.110,4.779,4.516,3.986,3.822,1.701,1.876,3.740,2.330,2.350,2.234,5.023,6.108,4.506,4.954,4.974,4.194,4.296,2.372,4.960,7.209,8.345
TRT00711,3.144,3.572,4.430,5.046,3.335,3.841,3.277,4.332,4.117,3.928,2.495,3.066,4.601,4.640,4.363,3.435,3.554,4.271,3.895,3.536,4.144,7.323,8.653
TRT00712,6.024,5.307,5.194,6.323,6.116,4.595,3.125,4.450,3.382,4.432,3.650,3.925,4.585,4.246,4.584,3.527,4.098,4.552,5.593,3.827,4.265,7.787,8.022
TRT00713,3.785,3.867,2.437,5.001,3.089,3.694,3.530,3.668,3.329,3.717,3.444,3.871,2.556,3.972,2.978,3.729,2.783,3.713,3.646,3.593,3.289,8.009,8.424
TRT00714,5.006,4.480,3.959,5.588,6.153,5.058,4.050,6.242,5.034,5.163,4.681,4.814,2.904,3.707,3.430,3.261,3.424,2.958,5.041,4.997,3.281,7.700,7.694
TRT00715,4.514,5.739,6.277,6.251,6.533,5.504,4.585,4.123,4.599,4.683,5.435,4.534,3.531,3.428,4.472,2.728,4.012,4.771,5.803,4.660,3.824,8.015,7.646
TRT00716,4.171,4.094,3.913,4.217,4.061,4.712,4.711,4.366,3.328,3.554,3.930,4.572,5.853,5.000,5.735,5.467,5.025,5.543,4.195,4.077,5.437,8.284,7.491
TRT00717,2.656,4.062,3.274,3.741,4.205,2.057,5.820,4.450,4.323,4.712,4.376,5.302,3.963,3.549,4.161,4.349,4.224,3.750,3.332,4.831,3.999,7.506,7.581
TRT00718,6.071,5.166,4.709,3.714,5.783,5.586,2.573,2.706,2.652,3.967,3.911,2.818,3.861,2.185,2.522,3.863,3.470,1.966,5.172,3.105,2.978,6.485,7.838
TRT00719,4.858,3.153,4.299,3.402,3.436,3.176,3.009,2.964,3.148,3.054,2.111,2.311,4.041,3.756,3.228,3.317,4.626,2.586,3.721,2.766,3.592,7.724,8.085
TRT00720,4.320,5.581,5.038,4.140,5.899,4.995,3.895,4.300,4.002,4.234,4.295,4.295,3.023,4.557,3.751,5.266,3.275,3.515,4.995,4.170,3.898,7.676,8.134
TRT00721,3.883,3.958,3.629,4.013,3.352,3.652,3.520,4.162,3.756,3.909,4.479,3.477,6.137,6.355,5.985,6.219,6.128,5.061,3.748,3.884,5.981,8.937,8.035
TRT00722,3.300,3.098,2.604,3.691,3.584,4.558,5.675,5.214,5.165,4.793,4.981,4.975,3.115,2.856,3.574,3.490,3.630,3.500,3.472,5.134,3.361,8.475,7.571
TRT00723,4.283,4.483,3.826,3.450,3.558,3.991,4.734,3.850,4.153,3.977,5.015,3.063,3.318,3.816,3.849,3.298,4.337,3.629,3.932,4.132,3.708,7.868,8.297
TRT00724,4.226,5.254,4.100,3.753,5.304,4.273,4.876,4.890,4.856,5.234,5.338,4.963,4.922,5.250,4.965,5.719,5.313,5.407,4.485,5.026,5.263,8.155,7.922
TRT00725,3.260,2.873,3.349,2.755,4.230,3.461,3.516,3.638,5.090,4.502,4.952,3.441,1.932,3.392,2.782,1.523,2.507,3.101,3.321,4.190,2.540,7.674,7.589
TRT00726,5.325,4.570,5.482,5.274,4.663,4.825,4.336,3.554,4.697,3.643,2.471,4.160,2.394,3.544,1.658,3.603,3.979,3.198,5.023,3.810,3.063,7.476,8.182
TRT00727,2.363,3.405,2.679,1.503,2.158,1.660,2.485,2.433,3.135,2.598,3.058,2.861,3.513,3.237,3.239,3.192,3.657,3.590,2.295,2.762,3.405,8.103,7.093
TRT00728,2.748,1.841,3.721,3.136,2.078,2.778,4.687,4.931,4.953,5.503,5.498,4.673,2.924,2.273,3.966,3.304,2.945,2.570,2.717,5.041,2.997,7.540,7.911
TRT00729,1.725,1.128,2.826,3.158,2.882,2.613,1.259,1.000,1.000,1.319,1.078,1.781,3.010,1.763,2.146,1.580,1.570,1.388,2.389,1.240,1.909,7.878,6.778
TRT00730,4.490,4.557,4.648,4.140,5.120,5.168,5.183,3.478,4.035,3.676,4.392,5.081,2.740,2.475,2.431,2.541,2.417,1.000,4.687,4.307,2.267,7.245,8.332
TRT00731,5.950,7.000,7.000,7.000,5.640,4.505,3.745,4.047,4.152,4.140,4.406,3.074,1.926,2.127,2.470,2.034,2.531,1.447,6.183,3.927,2.089,7.439,7.270
TRT00732,6.652,4.536,5.195,5.021,4.998,5.143,2.966,4.545,3.168,4.223,3.035,4.014,3.552,4.189,4.081,3.344,2.999,3.416,5.258,3.658,3.597,7.500,8.221
TRT00733,3.717,4.360,4.825,4.089,3.950,4.778,3.297,4.454,3.741,3.435,4.325,3.735,4.057,4.408,4.658,3.901,3.935,3.295,4.287,3.831,4.042,8.059,7.889
TRT00734,4.016,4.741,3.770,5.254,4.231,4.126,2.589,1.575,2.169,2.427,2.250,2.199,5.068,4.687,5.989,4.509,4.688,3.926,4.356,2.202,4.811,8.588,8.075
TRT00735,1.706,1.960,3.686,3.544,3.025,2.047,1.645,1.289,1.000,1.654,1.971,1.193,4.442,3.937,3.612,4.644,4.575,5.620,2.661,1.459,4.472,7.405,7.184
TRT00736,4.990,3.205,3.604,3.215,3.617,3.171,4.506,5.119,5.051,4.414,4.753,5.589,3.767,3.524,2.900,3.396,3.288,4.080,3.634,4.905,3.492,8.031,7.900
TRT00737,2.379,3.290,4.051,1.383,3.095,3.401,2.707,2.127,3.337,3.507,3.867,4.015,1.187,2.132,2.109,1.556,3.018,2.708,2.933,3.260,2.118,7.043,7.496
TRT00738,2.435,2.603,4.356,3.451,3.125,2.676,4.509,4.830,4.063,3.830,3.858,4.551,5.349,3.385,4.854,3.412,3.714,3.580,3.108,4.273,4.049,7.408,7.657
TRT00739,4.869,4.463,5.837,5.302,4.010,4.295,3.442,4.567,3.703,3.312,2.820,3.203,3.887,2.903,3.612,3.025,4.607,3.128,4.796,3.508,3.527,7.188,9.001
TRT00740,3.971,5.501,4.062,4.476,4.206,3.719,3.086,3.413,4.030,3.623,3.734,4.471,3.195,4.948,3.100,4.301,4.220,4.486,4.322,3.726,4.042,7.603,7.951
TRT00741,4.948,5.191,5.446,5.915,4.997,5.053,4.241,3.819,4.072,4.414,3.474,3.107,3.815,4.863,3.627,3.932,4.209,4.825,5.258,3.854,4.212,8.368,8.426
TRT00742,5.244,5.027,4.928,4.755,3.909,4.543,4.086,3.502,2.240,3.856,3.740,3.569,3.752,3.676,3.550,4.401,3.929,2.866,4.734,3.499,3.696,8.032,8.280
TRT00743,4.343,3.773,4.572,4.340,4.708,4.629,4.511,5.214,4.595,4.748,5.743,5.368,5.431,5.134,3.987,4.630,5.026,5.078,4.394,5.030,4.881,8.035,7.524
TRT00744,2.644,1.687,2.480,2.788,3.347,1.527,3.490,3.177,3.843,2.525,3.416,2.448,3.572,3.469,4.189,3.959,2.975,4.029,2.412,3.150,3.699,7.886,7.903
TRT00745,3.785,4.951,4.088,3.171,3.586,3.122,2.236,3.565,3.422,3.519,3.315,3.448,4.896,6.202,5.091,5.504,5.993,6.084,3.784,3.251,5.628,7.698,7.871
TRT00746,5.436,6.460,4.540,4.643,4.694,7.000,3.616,3.780,3.748,3.803,2.624,4.190,3.692,4.552,3.610,4.395,3.501,3.626,5.462,3.627,3.896,7.680,7.737
TRT00747,4.673,4.637,4.293,5.386,4.410,5.323,3.631,4.026,3.380,3.660,3.876,4.184,5.743,4.007,4.274,5.478,3.704,5.052,4.787,3.793,4.710,8.075,8.147
TRT00748,4.503,4.798,3.100,4.363,4.107,4.671,3.562,2.456,2.930,2.120,3.569,2.507,3.199,2.475,3.397,3.257,2.941,1.316,4.257,2.857,2.764,7.350,7.347
TRT00749,5.397,5.316,5.737,6.004,4.831,5.405,2.978,3.340,1.916,1.872,2.454,2.726,2.872,2.190,3.125,4.179,2.031,1.986,5.448,2.548,2.731,7.819,8.188
TRT00750,6.988,7.000,7.000,7.000,6.306,6.868,5.801,5.075,4.664,5.268,4.506,3.944,5.813,5.143,4.908,4.806,4.586,4.610,6.860,4.876,4.978,8.537,7.681
TRT00751,2.801,2.616,3.004,3.325,3.136,2.739,3.637,3.859,3.169,3.733,4.079,4.336,1.691,3.954,2.890,2.205,2.706,2.956,2.937,3.802,2.734,8.230,7.687
TRT00752,2.906,3.796,4.571,3.998,3.382,3.723,1.963,1.906,3.400,2.106,2.015,1.000,2.747,3.280,2.889,2.959,2.889,2.686,3.729,2.065,2.908,7.818,7.901
TRT00753,6.305,5.331,5.640,6.172,5.542,4.195,5.140,2.869,4.737,4.645,4.452,3.600,5.255,5.344,4.725,5.056,5.718,6.235,5.531,4.241,5.389,7.179,6.785
TRT00754,3.873,3.573,3.757,3.455,3.902,2.482,3.480,4.024,4.419,3.852,4.099,3.823,1.443,1.347,1.529,1.000,2.743,1.000,3.507,3.949,1.510,8.268,7.252
TRT00755,3.687,4.281,4.988,4.405,4.804,4.724,4.262,2.585,2.994,2.621,3.515,3.110,5.229,5.273,5.387,4.104,4.396,3.987,4.481,3.181,4.729,7.453,7.832
TRT00756,4.455,3.258,3.682,4.971,4.064,4.141,1.313,1.206,1.154,2.140,2.216,1.055,3.117,3.720,4.439,2.763,3.876,1.971,4.095,1.514,3.314,7.641,7.657
TRT00757,3.511,2.642,3.269,3.283,2.595,2.101,3.420,4.144,4.488,4.840,3.801,5.609,5.127,4.299,5.853,5.837,5.324,5.100,2.900,4.384,5.257,7.537,6.782
TRT00758,4.979,4.692,4.696,4.081,3.614,4.126,4.324,3.652,4.507,4.513,5.058,4.279,4.458,4.825,4.739,5.201,3.631,4.641,4.364,4.389,4.582,7.873,7.762
TRT00759,6.302,5.514,5.957,5.550,6.040,5.864,5.341,4.930,4.414,5.507,4.387,4.523,2.177,3.525,2.778,3.433,2.667,2.426,5.871,4.850,2.834,8.457,7.465
TRT00760,4.246,4.391,4.319,4.665,5.132,3.814,3.319,4.380,3.788,5.792,4.439,4.183,4.119,3.885,3.150,2.947,4.396,3.413,4.428,4.317,3.652,8.019,8.089
TRT00761,4.377,4.698,3.826,3.846,3.964,3.563,2.730,2.892,3.153,3.386,2.757,3.227,3.176,4.758,2.847,3.313,2.224,2.508,4.046,3.024,3.138,7.909,8.339
TRT00762,4.041,4.902,6.405,5.544,5.225,5.297,4.551,2.702,3.018,3.165,2.528,4.410,6.063,5.484,5.618,5.993,4.560,6.959,5.236,3.396,5.780,7.104,7.884
TRT00763,2.584,1.692,2.183,2.326,2.885,2.232,4.146,5.014,5.525,5.103,4.094,5.681,4.700,4.988,5.223,5.065,4.289,4.363,2.317,4.927,4.771,7.988,7.445
TRT00764,5.169,5.397,5.631,5.250,6.063,7.000,6.666,5.142,5.592,5.846,5.804,5.230,2.620,1.603,2.364,1.169,3.514,2.318,5.752,5.713,2.265,7.462,7.049
TRT00765,5.326,5.084,5.584,5.001,5.047,5.603,2.620,3.608,2.062,3.302,3.558,1.607,4.044,3.319,2.625,3.835,2.375,3.773,5.274,2.793,3.328,7.912,7.761
TRT00766,2.680,2.664,2.540,2.893,2.815,2.198,3.865,3.513,4.784,4.283,4.944,3.168,4.453,5.400,3.997,5.226,4.603,4.743,2.632,4.093,4.737,8.383,7.243
TRT00767,3.300,4.443,3.699,3.739,3.946,3.304,5.224,4.728,5.792,4.580,4.752,5.607,4.499,3.900,4.610,4.197,3.502,3.974,3.738,5.114,4.114,8.355,7.983
TRT00768,3.283,3.423,3.606,3.244,3.427,2.927,1.000,1.000,1.837,2.001,1.000,2.482,3.198,4.414,3.516,3.577,3.211,3.258,3.318,1.553,3.529,8.281,7.867
TRT00769,5.230,4.113,3.602,3.911,4.323,4.607,3.501,4.161,3.940,4.279,3.177,4.644,3.758,3.926,4.564,2.710,4.652,3.175,4.298,3.950,3.797,7.795,8.397
TRT00770,4.954,4.807,4.990,5.597,5.070,4.864,5.385,4.874,4.086,4.302,4.475,4.741,4.399,5.059,4.917,5.307,4.208,4.034,5.047,4.644,4.654,8.401,8.099
TRT00771,4.066,4.469,4.793,3.453,4.641,3.785,5.520,4.391,4.496,4.515,4.204,3.919,1.020,1.152,2.546,2.264,1.003,2.741,4.201,4.508,1.788,7.500,7.779
TRT00772,3.866,2.851,2.932,3.607,3.768,2.622,5.101,4.582,4.608,2.795,3.884,3.965,3.729,3.582,3.057,4.474,2.518,3.341,3.274,4.156,3.450,7.363,7.803
TRT00773,5.138,4.914,5.326,5.269,4.351,4.318,3.756,3.942,2.752,3.801,4.096,3.132,6.326,5.403,7.000,6.472,6.021,4.502,4.886,3.580,5.954,7.759,7.582
TRT00774,4.643,5.028,4.950,4.931,4.394,5.905,2.275,4.469,3.829,2.684,3.553,4.548,5.566,5.074,5.714,5.973,5.548,5.664,4.975,3.560,5.590,7.828,8.118
TRT00775,3.993,4.025,3.401,4.134,3.727,3.512,3.263,2.870,4.022,3.364,2.373,3.379,1.961,2.894,3.326,3.818,3.682,3.616,3.799,3.212,3.216,8.477,8.727
TRT00776,4.056,3.262,3.387,3.895,4.545,4.768,5.771,5.568,5.325,6.610,6.079,6.595,2.868,4.369,4.677,4.177,3.841,3.655,3.986,5.991,3.931,7.793,7.724
TRT00777,3.130,4.010,3.319,4.835,2.731,4.667,3.991,3.311,3.697,3.549,3.717,3.321,4.277,2.640,3.560,2.744,1.893,2.341,3.782,3.598,2.909,7.672,8.583
TRT00778,4.924,6.765,5.518,6.445,5.923,4.356,4.077,2.927,3.199,1.963,4.312,3.941,3.036,1.619,3.121,2.628,1.653,1.756,5.655,3.403,2.302,6.880,8.159
TRT00779,4.480,4.299,3.434,2.356,2.637,3.215,4.348,4.163,3.751,4.542,3.769,4.954,5.346,3.584,3.651,3.304,1.584,4.775,3.403,4.255,3.707,6.750,8.479
TRT00780,2.937,1.981,2.713,3.537,2.617,3.779,3.747,4.606,6.078,4.614,4.115,4.456,4.646,5.425,4.184,4.652,4.333,3.929,2.928,4.603,4.528,7.551,8.537
TRT00781,3.375,3.643,3.616,3.227,3.791,3.712,3.088,3.563,2.937,4.650,3.544,3.362,3.793,3.563,4.332,2.813,3.004,2.889,3.561,3.524,3.399,8.516,8.132
TRT00782,3.254,4.118,3.443,3.365,3.363,3.832,4.340,3.883,3.741,2.204,4.339,3.545,3.577,3.134,5.057,4.972,3.698,4.078,3.563,3.675,4.086,7.580,7.755
TRT00783,4.938,5.701,4.485,5.124,5.498,4.993,2.277,2.852,3.315,2.254,2.004,2.931,5.082,4.867,6.148,4.755,4.605,5.363,5.123,2.605,5.137,8.338,7.733
TRT00784,3.578,3.135,4.294,4.770,4.349,3.656,5.324,4.200,5.193,5.582,5.335,3.815,4.875,5.862,4.385,5.795,6.044,4.813,3.964,4.908,5.296,7.196,7.508
TRT00785,7.000,7.000,7.000,6.553,7.000,7.000,4.826,6.293,5.016,6.129,5.848,5.621,3.055,2.804,3.036,2.327,2.596,2.908,6.926,5.622,2.788,8.661,7.181
TRT00786,4.061,3.644,4.344,4.417,4.367,5.401,5.022,4.614,4.525,6.188,4.524,4.400,3.701,3.563,3.542,3.869,3.801,3.886,4.372,4.879,3.727,8.537,8.381
TRT00787,4.826,4.090,4.590,6.253,4.547,3.693,5.309,3.732,4.675,6.319,4.979,5.446,5.857,6.248,5.406,4.911,5.068,5.554,4.667,5.077,5.507,7.416,7.696
TRT00788,4.865,4.313,3.882,4.012,4.580,5.446,3.353,4.013,3.817,3.214,4.488,2.816,3.284,1.986,2.890,1.923,3.344,2.204,4.516,3.617,2.605,7.510,8.018
TRT00789,4.859,3.302,3.196,3.242,4.482,4.063,3.365,4.870,4.387,3.247,3.565,3.663,4.955,5.323,4.230,3.747,4.726,5.544,3.857,3.850,4.754,7.220,7.823
TRT00790,2.599,3.232,4.294,2.751,3.954,2.688,4.053,3.851,3.929,3.755,2.946,3.877,3.848,3.654,4.647,4.949,4.848,3.901,3.253,3.735,4.308,8.046,7.950
TRT00791,6.186,5.095,6.443,5.785,3.902,5.822,4.902,5.044,4.357,4.961,4.131,4.192,3.416,2.941,3.687,3.287,3.974,3.694,5.539,4.598,3.500,7.913,8.127
TRT00792,5.065,5.352,5.362,2.911,5.157,4.203,3.581,3.487,4.579,3.228,4.277,2.529,4.773,5.520,6.225,6.764,5.061,4.970,4.675,3.614,5.552,6.996,7.680
TRT00793,3.876,3.814,4.533,3.538,4.072,4.264,3.338,5.137,3.655,4.957,3.677,3.831,4.114,3.160,3.737,3.243,3.515,3.751,4.016,4.099,3.587,7.995,8.175
TRT00794,4.225,3.366,5.419,3.355,3.313,3.249,3.674,2.686,2.693,2.792,2.833,3.579,3.123,4.805,2.289,3.030,3.163,4.437,3.821,3.043,3.475,6.955,7.667
TRT00795,3.720,5.153,5.327,6.172,5.414,5.697,3.301,3.580,3.587,3.407,4.659,2.802,3.394,3.913,5.672,4.676,4.052,5.508,5.247,3.556,4.536,6.853,7.032
TRT00796,4.523,5.535,3.898,3.459,5.108,5.017,2.577,2.545,3.974,5.016,4.378,3.002,3.073,2.695,3.932,4.348,3.493,3.551,4.590,3.582,3.515,7.362,7.959
TRT00797,3.684,5.353,4.634,5.139,5.206,5.229,4.460,4.542,4.758,5.034,4.620,4.177,5.726,4.876,5.324,5.440,4.984,4.844,4.874,4.599,5.199,8.576,7.284
TRT00798,3.241,3.102,3.992,3.219,3.756,4.135,3.646,3.502,3.964,3.640,3.622,4.710,3.565,2.522,3.319,2.692,2.826,3.824,3.574,3.847,3.125,8.284,7.605
TRT00799,4.180,3.275,2.678,4.013,3.765,2.966,3.399,3.620,2.669,4.917,3.671,3.866,3.880,4.695,3.883,3.774,4.126,4.511,3.479,3.690,4.145,7.958,8.123
TRT00800,4.445,4.574,4.178,3.815,4.127,4.106,3.965,4.123,3.993,3.711,4.300,3.507,3.747,5.390,5.260,3.394,4.418,5.207,4.207,3.933,4.569,8.240,8.110
